Tm_encoded,Pos_encoded,Player_Encoded,Season,MP,FG,FGA,3P,2P,2PA,FT,FTA,DRB,TRB,AST,BLK,TOV,PF,PTS,PER,TS%,FTr,BLK%,TOV%,OWS,DWS,WS,WS/48,BPM,VORP,Balance,all_rookie
27,1,99,2017,189,24,60,1,23,52,12,18,39,54,14,3,18,37,61,7.5,0.449,0.3,1.3,20.9,-0.3,0.3,0.0,-0.003,-5.5,-0.2,0.5975609756097561,0.0
1,3,389,2017,2443,397,835,105,292,593,213,258,352,402,128,58,114,170,1112,15.2,0.586,0.309,2.0,10.7,3.0,4.0,7.1,0.139,1.2,2.0,0.6707317073170732,1.0
12,4,770,2017,1156,100,233,23,77,172,59,88,107,140,68,25,53,125,282,8.2,0.519,0.378,1.8,16.3,0.1,0.9,1.0,0.041,-2.4,-0.1,0.5121951219512195,0.0
29,2,212,2017,139,16,33,8,8,20,14,20,21,26,9,3,6,8,54,15.9,0.646,0.606,1.8,12.6,0.3,0.2,0.5,0.17,2.3,0.2,0.573170731707317,0.0
16,1,149,2017,71,9,16,2,7,11,1,2,8,10,3,1,4,7,21,10.3,0.622,0.125,1.2,19.2,0.0,0.1,0.1,0.054,-2.0,0.0,0.5365853658536586,0.0
14,2,866,2016,405,36,115,3,33,93,31,37,35,46,61,7,39,40,106,6.5,0.404,0.322,1.7,22.9,-0.8,0.5,-0.3,-0.041,-5.5,-0.3,0.524390243902439,0.0
7,4,567,2016,165,33,73,9,24,45,8,10,12,17,11,0,8,10,83,13.7,0.536,0.137,0.0,9.4,0.1,0.1,0.2,0.057,-0.6,0.1,0.4878048780487805,0.0
0,3,192,2016,371,47,98,1,46,80,6,16,45,59,28,5,16,21,101,8.8,0.481,0.163,1.2,13.2,-0.1,0.4,0.3,0.038,-3.5,-0.1,0.524390243902439,0.0
26,1,238,2016,574,57,161,28,29,60,4,11,80,103,23,22,32,74,146,5.3,0.44,0.068,3.1,16.2,-0.7,0.3,-0.3,-0.029,-5.1,-0.4,0.2926829268292683,0.0
32,1,418,2016,53,9,16,1,8,12,3,6,13,17,2,2,2,1,22,19.7,0.59,0.375,3.1,9.7,0.1,0.1,0.2,0.171,3.4,0.1,0.6219512195121951,0.0
16,4,565,2016,1982,290,635,78,212,442,109,126,166,213,317,12,113,140,767,14.9,0.555,0.198,0.5,14.1,2.6,1.5,4.1,0.1,-0.4,0.8,0.5121951219512195,1.0
1,3,386,2016,1341,192,423,46,146,288,85,124,175,220,64,18,68,142,515,10.3,0.539,0.293,1.1,12.5,0.2,1.3,1.5,0.053,-3.7,-0.6,0.6463414634146342,2.0
26,1,588,2016,1743,284,632,72,212,408,113,181,252,348,60,70,108,263,753,12.3,0.529,0.286,3.2,13.2,0.3,1.5,1.8,0.05,-2.2,-0.1,0.2926829268292683,2.0
17,2,512,2016,1333,118,313,21,97,240,36,59,142,166,188,36,89,178,293,8.1,0.432,0.188,2.3,20.8,-1.2,1.3,0.1,0.004,-2.8,-0.3,0.3780487804878049,0.0
8,1,301,2016,146,23,64,10,13,29,4,8,33,41,7,1,14,6,60,7.5,0.444,0.125,0.6,17.2,-0.4,0.2,-0.2,-0.071,-5.9,-0.1,0.4512195121951219,0.0
5,2,479,2016,386,62,158,7,55,136,35,49,38,41,58,7,30,38,166,11.4,0.462,0.31,1.5,14.3,-0.3,0.4,0.1,0.008,-2.4,0.0,0.6219512195121951,0.0
8,4,607,2016,32,1,10,0,1,6,2,2,1,3,2,0,0,2,4,-2.1,0.184,0.2,0.0,0.0,-0.1,0.0,-0.1,-0.136,-12.1,-0.1,0.4512195121951219,0.0
6,0,1,2016,163,17,42,5,12,32,9,20,28,36,4,13,10,21,48,8.4,0.472,0.476,7.2,16.4,-0.2,0.2,0.0,-0.001,-6.6,-0.2,0.4024390243902439,0.0
7,1,459,2016,842,101,224,46,55,111,57,76,144,187,29,12,31,62,305,13.4,0.592,0.339,1.1,10.7,1.2,0.6,1.8,0.104,-0.1,0.4,0.4878048780487805,0.0
21,4,91,2016,1161,185,471,89,96,230,29,33,147,166,77,7,48,81,488,9.9,0.503,0.07,0.5,9.0,-0.4,0.9,0.5,0.02,-2.8,-0.2,0.4146341463414634,1.0
28,4,91,2016,727,142,296,59,83,158,35,43,87,103,44,2,53,34,378,14.9,0.6,0.145,0.3,14.4,0.4,0.4,0.8,0.053,-0.8,0.2,0.3902439024390244,1.0
13,3,79,2016,2279,276,686,55,221,499,133,214,256,316,166,36,116,158,740,8.5,0.474,0.312,1.3,12.9,-1.0,0.7,-0.3,-0.007,-4.4,-1.4,0.3170731707317073,2.0
1,2,203,2016,17,3,4,1,2,3,3,6,2,4,3,0,0,0,10,30.8,0.753,1.5,0.0,0.0,0.1,0.0,0.1,0.386,9.8,0.1,0.6463414634146342,0.0
28,1,771,2016,612,117,218,3,114,210,52,74,111,162,27,13,37,64,289,16.8,0.577,0.339,1.9,12.9,0.7,0.5,1.3,0.099,-2.3,0.0,0.3902439024390244,0.0
27,3,336,2016,249,26,89,13,13,38,13,17,18,24,11,3,11,22,78,4.9,0.404,0.191,1.0,10.2,-0.4,0.1,-0.3,-0.054,-6.4,-0.3,0.5,0.0
25,3,811,2016,1190,145,361,50,95,200,105,123,124,149,75,10,73,154,445,8.5,0.536,0.341,0.7,15.0,0.0,0.8,0.8,0.034,-4.6,-0.8,0.3414634146341463,0.0
16,0,808,2016,562,83,181,28,55,107,32,49,74,114,23,26,17,84,226,14.0,0.558,0.271,4.1,7.7,0.8,0.5,1.3,0.113,-2.0,0.0,0.5121951219512195,0.0
9,4,673,2016,1074,106,245,41,65,122,29,37,79,100,77,15,36,62,282,8.6,0.54,0.151,1.1,12.1,0.5,1.2,1.7,0.077,-2.4,-0.1,0.8170731707317073,0.0
29,2,200,2016,322,50,116,9,41,93,21,30,36,42,48,6,38,29,130,9.6,0.503,0.259,1.5,22.7,-0.4,0.5,0.0,0.004,-4.8,-0.2,0.7439024390243902,0.0
7,4,349,2016,1764,295,730,115,180,386,106,120,173,214,170,24,113,124,811,11.9,0.518,0.164,1.1,12.6,0.6,0.7,1.3,0.037,-2.0,0.0,0.4878048780487805,2.0
11,1,277,2016,93,9,36,1,8,24,2,2,15,17,5,0,5,6,21,0.1,0.285,0.056,0.0,11.9,-0.4,0.1,-0.3,-0.168,-11.7,-0.2,0.5121951219512195,0.0
28,0,279,2016,355,56,102,0,56,100,12,14,62,86,20,17,24,44,124,12.7,0.573,0.137,4.4,18.2,0.1,0.3,0.4,0.057,-3.8,-0.2,0.3902439024390244,0.0
0,3,793,2016,981,114,285,33,81,183,74,94,132,157,55,27,61,96,335,9.8,0.513,0.33,2.4,15.7,-0.4,1.5,1.1,0.054,-1.8,0.0,0.524390243902439,0.0
28,4,563,2016,198,28,68,8,20,40,15,19,20,23,11,1,8,23,79,9.6,0.517,0.279,0.5,9.5,0.0,0.1,0.1,0.028,-4.8,-0.1,0.3902439024390244,0.0
23,1,228,2016,1632,192,481,51,141,322,44,67,242,288,82,32,83,200,479,6.9,0.469,0.139,1.6,14.0,-1.0,1.8,0.8,0.022,-4.5,-1.0,0.573170731707317,0.0
31,1,670,2016,859,103,205,1,102,198,22,32,121,185,17,45,33,109,229,11.5,0.523,0.156,4.5,13.1,0.4,1.2,1.6,0.089,-2.4,-0.1,0.6219512195121951,0.0
26,2,848,2016,1123,184,437,21,163,358,55,71,75,95,226,5,77,73,444,13.0,0.474,0.162,0.4,14.1,0.3,0.4,0.7,0.029,-2.4,-0.1,0.2926829268292683,0.0
3,4,207,2016,976,102,288,73,29,80,14,18,140,151,63,7,49,86,291,7.3,0.492,0.063,0.6,14.2,-0.5,1.1,0.6,0.031,-3.3,-0.3,0.5,0.0
3,3,681,2016,843,88,221,33,55,122,31,40,110,125,36,16,40,78,240,6.9,0.503,0.181,1.5,14.4,-0.3,0.8,0.5,0.03,-4.4,-0.5,0.5,0.0
13,0,317,2016,609,126,238,0,126,235,32,49,118,159,30,33,30,66,284,17.0,0.547,0.206,4.4,10.4,0.6,0.5,1.1,0.086,-1.7,0.0,0.3170731707317073,0.0
6,3,462,2015,647,71,175,22,49,92,44,55,114,132,29,25,24,45,208,12.3,0.522,0.314,3.2,10.8,0.3,0.8,1.1,0.083,0.3,0.4,0.5121951219512195,0.0
26,4,217,2015,2108,367,867,99,268,578,215,256,160,187,200,20,160,225,1048,11.9,0.535,0.295,0.8,14.0,1.2,0.7,1.9,0.043,-2.8,-0.5,0.2804878048780488,1.0
13,3,44,2015,599,39,126,20,19,56,17,20,61,70,19,5,15,34,115,4.9,0.427,0.159,0.7,10.0,-0.4,0.1,-0.3,-0.024,-5.5,-0.5,0.2073170731707317,0.0
28,0,879,2015,1412,191,339,0,191,337,81,125,218,352,37,66,46,146,463,15.3,0.588,0.369,3.8,10.5,2.4,1.4,3.8,0.13,-0.8,0.4,0.4024390243902439,2.0
27,4,671,2015,143,13,49,5,8,28,5,5,21,32,10,0,10,6,36,4.6,0.352,0.102,0.0,16.3,-0.3,0.1,-0.2,-0.076,-8.0,-0.2,0.5365853658536586,0.0
22,2,402,2015,1265,154,391,22,132,291,96,123,120,143,177,10,87,97,426,11.2,0.479,0.315,0.6,16.3,-0.2,1.0,0.8,0.03,-3.1,-0.3,0.3902439024390244,0.0
10,1,628,2015,379,58,90,0,58,89,24,46,40,65,17,11,17,48,140,14.6,0.635,0.511,2.4,13.4,0.7,0.2,0.9,0.118,-0.6,0.1,0.5,0.0
24,3,584,2015,1413,181,418,67,114,226,49,54,148,176,109,17,97,124,478,9.4,0.541,0.129,1.0,18.0,-0.1,1.0,0.9,0.029,-3.1,-0.4,0.4268292682926829,0.0
8,4,182,2015,383,52,131,19,33,81,29,40,40,45,27,1,19,28,152,10.7,0.511,0.305,0.2,11.3,0.2,0.3,0.5,0.066,-2.5,0.0,0.5365853658536586,0.0
25,1,715,2015,702,114,222,8,106,178,51,74,73,135,33,40,32,92,287,15.9,0.564,0.333,4.3,11.2,1.0,0.5,1.5,0.103,-1.5,0.1,0.1219512195121951,0.0
1,4,697,2015,315,36,98,19,17,35,6,7,35,37,13,4,11,29,97,7.7,0.48,0.071,1.0,9.8,-0.1,0.4,0.3,0.045,-2.1,0.0,0.5853658536585366,0.0
8,3,778,2015,1687,225,600,63,162,395,80,102,248,306,118,12,114,178,593,8.7,0.46,0.17,0.5,15.0,-1.3,1.9,0.6,0.018,-3.3,-0.5,0.5365853658536586,0.0
17,2,856,2015,573,56,156,16,40,103,28,39,40,47,108,3,33,33,156,11.2,0.45,0.25,0.4,16.0,0.0,0.3,0.3,0.027,-2.4,-0.1,0.3536585365853658,0.0
4,0,267,2015,1708,215,525,68,147,323,108,148,266,335,98,43,58,126,606,12.5,0.513,0.282,2.0,8.9,1.2,2.1,3.3,0.093,-0.8,0.5,0.5853658536585366,0.0
32,1,832,2015,1382,191,436,49,142,308,57,82,240,299,59,18,65,114,488,11.6,0.517,0.188,1.1,12.1,0.6,1.7,2.3,0.079,-1.8,0.1,0.4878048780487805,0.0
14,1,366,2015,380,54,116,0,54,114,45,62,47,86,15,7,19,58,153,14.0,0.534,0.534,1.7,11.7,0.5,0.2,0.8,0.1,-3.7,-0.2,0.5121951219512195,0.0
7,2,257,2015,2068,329,905,74,255,673,140,209,200,232,372,35,217,141,872,9.9,0.437,0.231,1.4,17.9,-3.3,1.2,-2.1,-0.049,-4.2,-1.2,0.4024390243902439,2.0
13,1,531,2015,1266,158,300,1,157,290,32,47,211,312,44,23,41,124,349,13.4,0.544,0.157,1.4,11.3,1.3,0.9,2.2,0.083,-1.5,0.2,0.2073170731707317,0.0
25,0,333,2015,1591,397,781,1,396,775,133,194,251,373,65,61,124,140,928,17.1,0.536,0.248,2.9,12.5,0.3,0.9,1.2,0.037,-2.3,-0.1,0.1219512195121951,1.0
34,3,486,2015,671,90,211,25,65,132,31,49,108,133,13,7,34,100,236,8.2,0.507,0.232,0.8,12.8,-0.3,0.7,0.4,0.031,-5.1,-0.5,0.5,0.0
23,2,102,2015,698,114,278,36,78,167,19,24,76,85,108,6,44,80,283,12.9,0.49,0.086,0.7,13.2,0.6,0.8,1.4,0.093,-0.7,0.2,0.6707317073170732,0.0
3,1,67,2015,1102,186,436,16,170,384,48,66,214,337,52,22,54,100,436,13.8,0.469,0.151,1.5,10.4,0.3,1.3,1.5,0.066,-3.3,-0.4,0.5121951219512195,0.0
22,1,515,2015,2047,373,886,81,292,643,201,240,394,526,94,134,121,205,1028,17.7,0.518,0.271,5.0,10.9,1.5,2.9,4.4,0.102,0.9,1.5,0.3902439024390244,1.0
31,4,653,2015,725,97,229,36,61,140,43,53,95,111,47,10,32,59,273,13.3,0.541,0.231,1.1,11.3,0.7,0.9,1.6,0.105,-0.3,0.3,0.6829268292682927,0.0
15,4,453,2015,1107,123,272,53,70,157,42,63,86,107,73,25,35,107,341,11.4,0.569,0.232,1.7,10.5,1.3,1.2,2.5,0.109,-0.4,0.5,0.5853658536585366,0.0
1,2,802,2015,311,29,106,6,23,79,8,10,39,63,37,1,19,23,72,5.0,0.326,0.094,0.3,14.7,-0.6,0.3,-0.3,-0.047,-6.1,-0.3,0.5853658536585366,0.0
13,2,146,2015,2259,392,956,130,262,586,140,190,227,274,266,13,196,142,1054,13.2,0.507,0.199,0.5,15.9,-0.7,0.7,0.0,0.001,-2.3,-0.1,0.2073170731707317,2.0
10,4,578,2015,885,174,435,73,101,219,51,58,84,115,66,3,40,73,472,14.6,0.512,0.133,0.3,8.0,0.9,0.4,1.3,0.072,-0.8,0.2,0.5,0.0
34,4,578,2015,224,42,107,18,24,53,16,21,28,35,19,1,11,17,118,15.5,0.508,0.196,0.4,8.6,0.1,0.3,0.4,0.08,0.8,0.2,0.5,0.0
17,0,477,2015,2627,625,1153,30,595,1065,223,275,629,858,161,138,183,245,1503,22.5,0.59,0.239,4.3,12.6,5.5,2.8,8.3,0.151,2.2,2.7,0.3536585365853658,1.0
11,0,634,2015,1367,264,530,3,261,516,88,121,264,332,41,86,67,158,619,15.4,0.531,0.228,5.1,10.3,0.8,2.3,3.1,0.109,-1.6,0.1,0.5487804878048781,2.0
16,4,704,2015,1001,81,266,43,38,119,12,15,77,88,39,16,28,73,217,4.2,0.398,0.056,1.4,9.3,-1.2,0.4,-0.8,-0.036,-5.7,-0.9,0.4024390243902439,0.0
15,3,468,2015,2232,195,462,32,163,346,80,117,322,403,117,26,95,184,502,8.4,0.489,0.253,0.9,15.6,-0.2,2.7,2.5,0.054,-2.6,-0.3,0.5853658536585366,2.0
31,2,201,2015,229,36,80,5,31,67,26,35,29,37,31,3,16,7,103,17.8,0.54,0.438,1.1,14.4,0.3,0.2,0.6,0.124,0.9,0.2,0.6829268292682927,0.0
11,2,417,2015,384,62,169,10,52,123,20,25,44,50,65,0,33,30,154,9.9,0.428,0.148,0.0,15.5,-0.5,0.5,-0.1,-0.009,-4.7,-0.3,0.5487804878048781,0.0
14,4,433,2014,248,35,86,10,25,61,14,23,19,28,16,7,14,24,94,12.8,0.489,0.267,2.3,12.7,0.0,0.4,0.4,0.073,1.4,0.2,0.6707317073170732,0.0
29,3,517,2014,358,31,89,3,28,78,9,14,67,72,28,7,10,28,74,8.2,0.389,0.157,1.5,9.5,-0.3,0.6,0.3,0.044,-1.4,0.1,0.6707317073170732,0.0
13,2,435,2014,1476,267,596,38,229,475,131,158,135,191,206,12,96,109,703,16.9,0.528,0.265,0.7,12.6,2.0,0.4,2.4,0.078,0.2,0.8,0.2560975609756097,1.0
8,2,776,2014,455,51,169,12,39,104,31,34,44,48,104,6,33,53,145,10.2,0.394,0.201,1.0,15.2,-0.3,0.4,0.1,0.009,-2.8,-0.1,0.3902439024390244,0.0
22,3,133,2014,647,76,214,22,54,130,36,48,75,97,36,12,40,57,210,8.4,0.447,0.224,1.5,14.5,-0.8,0.4,-0.4,-0.03,-5.2,-0.5,0.2073170731707317,0.0
26,2,844,2014,58,9,21,2,7,15,2,2,6,7,14,2,8,3,22,12.0,0.503,0.095,2.6,26.8,0.0,0.0,0.0,-0.005,-1.8,0.0,0.4756097560975609,0.0
16,2,844,2014,353,43,123,10,33,86,3,5,22,28,59,3,34,33,99,6.6,0.395,0.041,0.7,21.4,-0.8,0.4,-0.3,-0.046,-4.8,-0.2,0.5,0.0
32,2,172,2014,1817,145,416,83,62,152,20,32,104,131,198,14,118,147,393,5.7,0.457,0.077,0.6,21.5,-1.1,1.0,-0.1,-0.003,-4.3,-1.1,0.4634146341463415,0.0
24,1,5,2014,797,93,208,13,80,160,44,61,123,169,33,22,38,83,243,11.4,0.517,0.293,2.2,13.9,0.3,0.7,1.0,0.06,-2.7,-0.2,0.3048780487804878,0.0
25,3,396,2014,1377,124,352,49,75,196,114,193,149,198,79,68,85,144,411,8.7,0.47,0.548,4.0,16.3,-0.9,1.4,0.5,0.019,-3.3,-0.5,0.2195121951219512,0.0
4,4,666,2014,687,87,269,49,38,106,31,36,70,92,21,13,22,61,254,8.9,0.446,0.134,1.5,7.2,-0.5,0.8,0.3,0.022,-2.9,-0.1,0.4024390243902439,0.0
7,4,274,2014,719,66,217,21,45,114,35,47,43,64,29,7,38,71,188,4.9,0.395,0.217,0.8,13.8,-1.2,0.5,-0.7,-0.046,-5.3,-0.6,0.3658536585365853,0.0
5,4,414,2014,493,48,120,31,17,36,9,15,34,41,26,2,27,62,136,5.6,0.537,0.125,0.3,17.6,0.0,0.2,0.2,0.018,-5.6,-0.4,0.6463414634146342,0.0
32,4,721,2014,1064,155,374,62,93,204,61,80,108,117,83,12,45,119,433,12.3,0.529,0.214,0.9,9.9,1.3,0.9,2.2,0.098,-0.7,0.3,0.4634146341463415,0.0
10,4,641,2014,262,26,75,5,21,54,17,25,26,39,11,3,19,34,74,4.8,0.43,0.333,0.9,18.1,-0.4,0.2,-0.1,-0.02,-6.5,-0.3,0.6829268292682927,0.0
17,2,889,2014,1902,286,677,57,229,510,149,177,187,214,276,10,193,158,778,11.3,0.515,0.261,0.4,20.4,-0.7,0.0,-0.7,-0.018,-4.6,-1.3,0.1951219512195122,2.0
24,4,222,2014,208,14,44,4,10,22,5,16,26,31,17,2,9,14,37,5.9,0.362,0.364,0.8,15.0,-0.3,0.2,-0.1,-0.031,-4.8,-0.1,0.3048780487804878,0.0
25,4,471,2014,1319,167,419,43,124,272,99,131,131,195,70,68,104,121,476,10.8,0.499,0.313,4.2,17.9,-0.8,1.4,0.6,0.023,-2.6,-0.2,0.2195121951219512,0.0
10,4,471,2014,33,5,15,0,5,12,1,2,4,5,2,2,1,5,11,4.6,0.346,0.133,4.7,5.9,-0.1,0.0,0.0,-0.061,-9.2,-0.1,0.6829268292682927,0.0
3,3,237,2014,321,43,107,13,30,66,10,15,37,43,6,1,17,29,109,6.1,0.48,0.14,0.2,13.0,-0.3,0.2,0.0,-0.005,-6.0,-0.3,0.6097560975609756,0.0
23,1,622,2014,485,88,165,0,88,163,25,40,112,165,14,16,31,72,201,16.6,0.55,0.242,2.6,14.5,0.6,0.7,1.3,0.127,-1.9,0.0,0.5487804878048781,0.0
15,2,758,2014,1012,87,228,43,44,110,44,56,96,113,130,4,81,76,261,9.3,0.517,0.246,0.3,24.3,-0.3,0.8,0.5,0.024,-3.2,-0.3,0.4512195121951219,0.0
7,0,469,2014,1103,171,383,0,171,381,84,132,257,382,50,68,86,207,426,14.8,0.483,0.345,4.8,16.3,-0.2,1.8,1.6,0.069,-2.8,-0.2,0.3658536585365853,2.0
16,1,324,2014,738,129,263,4,125,247,46,66,88,138,42,5,47,42,308,14.5,0.527,0.251,0.6,13.9,0.4,1.0,1.3,0.088,-0.5,0.3,0.5,0.0
0,1,13,2014,19,2,7,0,2,6,1,2,3,4,0,0,0,4,5,2.9,0.317,0.286,0.0,0.0,0.0,0.0,0.0,-0.039,-10.6,0.0,0.7317073170731707,0.0
17,1,13,2014,720,89,213,1,88,205,29,44,111,158,30,9,44,84,208,7.8,0.448,0.207,1.0,15.9,-0.6,0.2,-0.5,-0.033,-6.8,-0.9,0.1951219512195122,0.0
24,2,252,2014,2489,301,708,11,290,666,118,214,242,349,533,20,203,193,731,13.8,0.456,0.302,0.7,20.2,0.0,2.3,2.3,0.044,-1.2,0.5,0.3048780487804878,1.0
6,1,243,2014,227,27,62,3,24,51,24,31,31,49,9,6,9,39,81,13.0,0.535,0.5,2.1,10.6,0.3,0.2,0.6,0.121,-1.6,0.0,0.6097560975609756,0.0
17,4,286,2014,108,8,24,1,7,18,12,16,10,14,3,0,3,5,29,8.2,0.467,0.667,0.0,8.8,0.0,0.0,0.0,0.009,-5.4,-0.1,0.1951219512195122,0.0
25,3,286,2014,153,18,43,4,14,30,4,8,14,25,8,1,8,10,44,8.6,0.473,0.186,0.5,14.7,0.0,0.1,0.0,0.013,-5.4,-0.1,0.2195121951219512,0.0
1,2,577,2014,1808,175,477,91,84,205,82,127,161,222,208,18,90,176,523,11.0,0.491,0.266,0.8,14.4,0.7,2.2,2.9,0.077,-0.5,0.7,0.4878048780487805,2.0
14,2,732,2014,36,6,15,1,5,10,12,13,2,3,6,0,5,7,25,22.7,0.603,0.867,0.0,19.4,0.1,0.1,0.2,0.214,4.4,0.1,0.6707317073170732,0.0
28,4,647,2014,1127,108,296,48,60,147,55,64,77,88,67,17,40,92,319,7.5,0.492,0.216,1.2,11.0,0.3,0.2,0.5,0.021,-3.3,-0.4,0.3536585365853658,0.0
4,1,651,2014,259,30,76,5,25,63,18,26,58,86,4,9,11,20,83,13.2,0.475,0.342,2.7,11.2,0.1,0.4,0.5,0.085,-3.1,-0.1,0.4024390243902439,0.0
26,3,788,2014,614,113,214,5,108,193,14,19,44,85,25,9,27,51,245,14.0,0.551,0.089,1.1,10.8,0.7,0.4,1.1,0.085,-0.9,0.2,0.4756097560975609,0.0
17,3,39,2014,2969,497,1137,39,458,1011,354,466,240,374,170,50,177,190,1387,13.9,0.517,0.41,1.3,11.7,2.1,0.0,2.1,0.034,-2.4,-0.3,0.1951219512195122,1.0
12,4,93,2014,101,16,38,7,9,19,2,2,6,7,8,1,10,7,41,8.5,0.527,0.053,0.8,20.5,-0.1,0.1,0.0,-0.024,-4.9,-0.1,0.6829268292682927,0.0
1,4,359,2014,332,36,102,17,19,36,16,29,33,42,13,2,5,22,105,8.5,0.457,0.284,0.5,4.2,0.1,0.3,0.3,0.047,-3.4,-0.1,0.4878048780487805,0.0
16,3,283,2013,1897,173,418,41,132,300,138,202,261,339,150,61,122,173,525,10.8,0.518,0.483,2.6,19.4,0.1,1.1,1.2,0.031,-2.5,-0.2,0.1829268292682926,2.0
5,1,43,2013,663,80,225,13,67,172,44,69,106,155,17,8,47,93,217,6.9,0.425,0.307,1.0,15.5,-1.1,0.7,-0.4,-0.028,-7.4,-0.9,0.4024390243902439,0.0
25,2,546,2013,224,26,86,3,23,56,9,13,20,28,41,3,16,19,64,8.2,0.349,0.151,1.1,14.9,-0.5,0.2,-0.3,-0.068,-5.2,-0.2,0.2317073170731707,0.0
12,3,710,2013,395,43,121,22,21,48,7,9,43,54,12,1,13,26,115,6.7,0.46,0.074,0.2,9.4,-0.2,0.3,0.2,0.019,-3.3,-0.1,0.6951219512195121,0.0
32,2,831,2013,2262,341,897,111,230,561,102,113,171,208,396,6,131,145,895,12.6,0.473,0.126,0.2,12.2,1.0,0.0,0.9,0.02,-2.6,-0.4,0.3048780487804878,1.0
8,4,493,2013,1583,182,460,59,123,275,47,61,118,156,55,12,28,145,470,9.4,0.483,0.133,0.6,5.4,1.0,0.8,1.8,0.055,-2.6,-0.2,0.3536585365853658,0.0
10,2,309,2013,252,31,87,18,13,32,21,29,17,24,22,4,21,25,101,9.5,0.506,0.333,1.2,17.4,0.0,0.2,0.2,0.031,-4.0,-0.1,0.6585365853658537,0.0
25,2,606,2013,2414,427,1054,55,372,846,258,367,336,437,441,43,247,213,1167,15.5,0.48,0.348,1.4,16.9,-0.8,2.1,1.3,0.026,-0.5,0.9,0.2317073170731707,1.0
27,4,25,2013,100,12,33,6,6,19,3,4,8,9,6,1,3,10,33,7.7,0.475,0.121,0.7,7.9,0.0,0.1,0.1,0.037,-6.1,-0.1,0.6585365853658537,0.0
17,0,290,2013,818,113,227,1,112,226,59,93,197,300,39,50,54,108,286,16.5,0.534,0.41,4.6,16.8,0.7,1.5,2.2,0.129,-1.1,0.2,0.4878048780487805,2.0
5,4,107,2013,38,7,14,2,5,9,3,4,5,6,4,0,4,4,19,13.3,0.603,0.286,0.0,20.2,0.0,0.0,0.0,0.057,-3.4,0.0,0.4024390243902439,0.0
14,4,346,2013,161,16,39,5,11,28,2,2,19,23,6,2,11,23,39,4.7,0.489,0.051,1.0,21.6,-0.2,0.2,0.0,-0.002,-5.9,-0.2,0.6097560975609756,0.0
26,4,51,2013,533,76,167,5,71,131,37,55,62,87,20,11,44,45,194,10.3,0.507,0.329,1.6,18.7,-0.3,0.5,0.2,0.018,-3.2,-0.2,0.5853658536585366,0.0
22,4,810,2013,1875,294,687,130,164,329,106,128,102,121,66,7,47,144,824,12.7,0.554,0.186,0.3,5.9,2.7,0.4,3.1,0.08,-1.8,0.1,0.4512195121951219,0.0
11,3,773,2013,226,17,40,7,10,17,6,7,32,41,12,2,13,19,47,7.6,0.545,0.175,0.7,23.2,0.0,0.4,0.4,0.08,-2.4,0.0,0.6829268292682927,0.0
5,3,755,2013,156,12,35,4,8,16,9,10,16,16,6,1,11,22,37,2.3,0.47,0.286,0.5,21.8,-0.2,0.1,-0.1,-0.041,-8.4,-0.3,0.4024390243902439,0.0
13,1,736,2013,1312,157,371,48,109,229,110,135,177,219,95,45,47,147,472,12.6,0.548,0.364,2.5,9.8,1.5,0.7,2.2,0.081,-1.5,0.2,0.3292682926829268,0.0
6,2,763,2013,489,52,137,12,40,99,16,25,31,42,71,1,39,46,132,8.3,0.446,0.182,0.2,20.9,-0.4,0.3,-0.1,-0.01,-3.8,-0.2,0.5975609756097561,0.0
6,4,716,2013,33,6,17,3,3,9,4,4,2,2,2,0,2,2,19,12.7,0.506,0.235,0.0,9.6,0.0,0.0,0.0,0.024,-3.9,0.0,0.5975609756097561,0.0
28,2,706,2013,897,113,300,22,91,241,32,43,61,79,120,9,39,69,280,9.7,0.439,0.143,0.8,10.9,0.0,0.4,0.4,0.02,-3.1,-0.3,0.3414634146341463,0.0
27,4,95,2013,476,74,178,30,44,98,23,34,41,48,27,2,35,53,201,9.0,0.521,0.191,0.3,15.4,-0.2,0.3,0.2,0.019,-3.4,-0.2,0.6585365853658537,0.0
28,4,60,2013,2187,255,679,95,160,382,115,143,182,235,82,18,96,201,720,7.7,0.485,0.211,0.7,11.5,-0.1,0.9,0.8,0.016,-4.0,-1.1,0.3414634146341463,0.0
8,1,817,2013,79,5,12,1,4,11,11,19,11,26,2,3,4,9,22,18.1,0.54,1.583,3.0,16.4,0.1,0.1,0.2,0.151,0.4,0.0,0.3536585365853658,0.0
17,4,757,2013,290,57,124,3,54,113,26,40,29,53,6,1,16,24,143,13.1,0.505,0.323,0.3,10.2,0.1,0.2,0.3,0.053,-4.5,-0.2,0.4878048780487805,0.0
0,1,615,2013,215,31,73,0,31,70,14,14,35,52,7,10,12,29,76,10.8,0.48,0.192,3.7,13.2,-0.1,0.2,0.2,0.04,-5.5,-0.2,0.4634146341463415,0.0
9,4,638,2013,142,8,39,3,5,21,7,8,12,15,13,1,13,13,26,-1.7,0.306,0.205,0.5,23.4,-0.5,0.1,-0.4,-0.132,-10.0,-0.3,0.6219512195121951,0.0
24,2,859,2013,2487,392,936,74,318,710,248,318,286,329,327,37,256,210,1106,13.6,0.514,0.34,1.2,19.2,-1.4,2.8,1.3,0.026,-1.4,0.3,0.2804878048780488,1.0
