Tm_encoded,Pos_encoded,Player_Encoded,Season,MP,FG,FGA,3P,2P,2PA,FT,FTA,DRB,TRB,AST,BLK,TOV,PF,PTS,PER,TS%,FTr,BLK%,TOV%,OWS,DWS,WS,WS/48,BPM,VORP,Balance,all_rookie
29,3,220,2020,1056,123,303,52,71,153,43,51,150,174,56,18,22,88,341,10.6,0.524,0.168,1.4,6.3,0.4,1.1,1.5,0.069,-1.5,0.1,0.4583333333333333,0.0
3,1,675,2020,1983,255,528,54,201,390,91,125,261,327,99,46,98,126,655,10.5,0.562,0.237,2.0,14.4,0.3,2.2,2.5,0.06,-2.4,-0.2,0.4305555555555556,2.0
34,2,111,2020,98,14,33,8,6,16,5,6,9,9,12,1,5,8,41,10.8,0.575,0.182,0.9,12.3,0.1,0.1,0.1,0.066,-3.2,0.0,0.4722222222222222,0.0
9,0,358,2020,836,191,368,12,179,330,54,86,171,226,26,36,60,121,448,13.1,0.552,0.234,3.8,12.9,-0.4,1.2,0.7,0.042,-5.0,-0.6,0.5416666666666666,0.0
28,3,717,2020,45,8,20,1,7,14,3,8,12,16,2,3,1,4,20,12.5,0.425,0.4,5.6,4.1,0.0,0.0,0.0,-0.011,-5.3,0.0,0.4305555555555556,0.0
21,4,644,2019,591,98,266,46,52,133,25,37,75,84,89,8,54,57,267,8.9,0.473,0.139,1.1,16.1,-0.7,0.4,-0.2,-0.02,-4.6,-0.4,0.4166666666666667,0.0
22,4,698,2019,1704,292,727,63,229,530,156,254,229,279,143,17,124,122,803,10.7,0.479,0.349,0.9,12.9,-1.6,1.1,-0.5,-0.015,-4.3,-1.0,0.3181818181818182,0.0
23,1,173,2019,1130,125,317,49,76,176,43,62,216,246,41,41,45,55,342,9.6,0.497,0.196,3.1,11.6,-0.5,1.5,1.0,0.041,-1.6,0.1,0.6111111111111112,0.0
11,0,287,2019,471,70,150,8,62,108,24,33,81,106,23,37,28,65,172,12.1,0.523,0.22,6.9,14.5,-0.1,0.8,0.7,0.067,-2.3,0.0,0.6164383561643836,0.0
7,1,69,2019,87,14,28,4,10,19,8,10,14,19,6,6,10,11,40,14.4,0.617,0.357,6.4,23.6,0.0,0.1,0.1,0.063,-3.0,0.0,0.6301369863013698,0.0
32,1,369,2019,96,10,28,3,7,15,1,2,18,20,11,5,7,7,24,8.0,0.416,0.071,4.3,19.5,-0.2,0.1,0.0,-0.006,-4.6,-0.1,0.6111111111111112,0.0
22,3,304,2019,53,6,22,1,5,13,4,5,3,5,4,1,2,3,17,3.2,0.351,0.227,1.8,7.6,-0.1,0.0,-0.1,-0.108,-9.0,-0.1,0.3181818181818182,0.0
14,1,77,2019,1300,296,479,23,273,415,85,112,253,345,81,48,55,100,700,20.9,0.663,0.234,3.2,9.4,3.4,1.6,5.0,0.183,3.1,1.7,0.4657534246575342,1.0
17,4,370,2019,1506,230,569,66,164,348,54,117,142,212,110,38,81,125,580,9.6,0.467,0.206,2.1,11.5,-1.2,1.1,-0.1,-0.004,-4.0,-0.8,0.296875,0.0
8,1,753,2019,754,92,236,28,64,138,31,46,98,118,19,8,35,80,243,6.2,0.474,0.195,0.9,12.0,-0.8,0.5,-0.3,-0.02,-6.7,-0.9,0.303030303030303,0.0
1,4,108,2019,351,42,128,24,18,52,13,19,41,47,24,4,15,34,121,6.9,0.444,0.148,1.1,9.9,-0.3,0.4,0.1,0.014,-4.6,-0.2,0.6666666666666666,0.0
0,0,89,2019,713,103,199,5,98,162,29,51,131,198,49,17,42,107,240,11.9,0.542,0.256,2.0,15.9,0.4,0.4,0.8,0.055,-4.1,-0.4,0.2985074626865671,0.0
5,4,174,2019,1824,280,699,105,175,403,63,72,84,111,229,4,151,92,728,8.5,0.498,0.103,0.2,17.1,-1.3,0.0,-1.3,-0.034,-5.5,-1.7,0.2923076923076923,0.0
34,1,731,2019,1444,254,545,25,229,458,116,140,216,294,87,8,53,105,649,13.5,0.535,0.257,0.5,8.0,1.3,0.5,1.8,0.06,-3.2,-0.4,0.3472222222222222,2.0
21,0,383,2019,1080,174,259,1,173,255,123,190,162,259,56,55,53,161,472,17.6,0.689,0.734,4.3,13.4,2.8,1.1,3.9,0.171,-0.3,0.5,0.4166666666666667,0.0
31,0,223,2019,28,5,14,1,4,12,3,5,9,14,3,0,3,6,14,12.9,0.432,0.357,0.0,15.6,0.0,0.1,0.0,0.043,-9.6,-0.1,0.7361111111111112,0.0
15,4,846,2019,1508,270,631,116,154,333,87,100,208,224,121,9,87,76,743,12.5,0.55,0.158,0.6,11.4,0.2,1.3,1.6,0.05,-1.6,0.1,0.6027397260273972,2.0
13,4,789,2019,81,14,30,4,10,17,2,4,5,7,6,1,6,10,34,12.3,0.535,0.133,1.1,15.9,0.0,0.2,0.1,0.07,-2.1,0.0,0.7323943661971831,0.0
0,3,189,2019,2018,280,683,108,172,379,110,144,242,286,112,18,103,182,778,8.6,0.521,0.211,0.7,12.1,-0.4,0.5,0.1,0.002,-4.7,-1.4,0.2985074626865671,0.0
28,3,465,2019,232,35,84,9,26,55,10,21,26,32,18,9,8,17,89,11.0,0.477,0.25,3.7,7.9,-0.1,0.2,0.1,0.028,-1.4,0.0,0.4305555555555556,0.0
26,4,839,2019,328,38,113,14,24,63,12,16,39,46,44,3,18,29,102,7.9,0.425,0.142,0.8,13.0,-0.3,0.3,0.0,-0.003,-3.7,-0.1,0.4657534246575342,0.0
26,1,101,2019,1255,176,405,106,70,133,46,57,138,187,69,20,32,88,504,12.9,0.586,0.141,1.4,6.9,1.7,1.0,2.7,0.102,0.3,0.7,0.4657534246575342,0.0
29,3,484,2019,301,53,89,13,40,67,35,44,47,57,15,2,13,28,154,19.1,0.711,0.494,0.6,10.7,0.8,0.2,1.1,0.174,1.5,0.3,0.4507042253521127,0.0
12,0,603,2019,64,14,32,9,5,12,5,5,10,11,2,2,2,9,42,18.2,0.614,0.156,2.8,5.5,0.1,0.1,0.2,0.173,2.2,0.1,0.6805555555555556,0.0
1,4,726,2019,370,28,80,5,23,53,18,25,26,41,13,8,11,33,79,5.4,0.434,0.313,2.0,10.8,-0.2,0.4,0.2,0.025,-4.9,-0.3,0.6666666666666666,0.0
27,1,635,2019,573,65,151,14,51,92,28,44,77,108,22,14,15,72,172,9.6,0.505,0.291,2.1,8.1,0.3,0.3,0.6,0.047,-3.5,-0.2,0.4729729729729729,0.0
12,3,796,2019,362,37,79,7,30,59,18,27,45,55,53,5,18,46,99,10.6,0.545,0.342,1.2,16.5,0.4,0.4,0.8,0.106,-1.5,0.0,0.6805555555555556,0.0
4,3,135,2019,903,89,207,18,71,130,42,65,120,158,95,9,44,78,238,10.5,0.505,0.314,0.9,15.7,0.2,0.8,1.0,0.052,-2.1,0.0,0.3538461538461538,0.0
4,3,342,2019,293,33,70,9,24,46,14,17,50,65,13,3,11,36,89,10.7,0.574,0.243,0.9,12.4,0.2,0.2,0.5,0.078,-3.3,-0.1,0.3538461538461538,0.0
14,2,322,2019,2074,447,937,60,387,758,239,308,208,259,488,18,220,110,1193,17.4,0.556,0.329,0.8,17.0,2.3,1.5,3.8,0.088,0.3,1.2,0.4657534246575342,1.0
17,4,387,2019,151,19,53,3,16,27,16,17,10,13,19,1,3,11,57,10.5,0.471,0.321,0.6,4.7,0.1,0.0,0.2,0.051,-3.8,-0.1,0.296875,0.0
15,1,473,2019,26,3,5,0,3,4,1,2,4,5,1,1,1,2,7,13.7,0.595,0.4,3.8,14.5,0.0,0.0,0.1,0.118,2.4,0.0,0.6027397260273972,0.0
32,3,623,2019,109,12,32,7,5,13,4,5,12,17,4,2,4,9,35,9.7,0.512,0.156,1.5,10.5,0.0,0.1,0.1,0.063,-4.3,-0.1,0.6111111111111112,0.0
9,1,262,2019,1654,318,640,37,281,511,164,212,193,275,127,13,94,125,837,14.5,0.571,0.331,0.7,11.4,1.6,0.5,2.1,0.062,-2.7,-0.3,0.2307692307692307,1.0
9,4,441,2019,1274,167,502,74,93,237,95,119,109,118,134,10,74,94,503,7.2,0.454,0.237,0.7,11.8,-1.6,0.4,-1.2,-0.047,-6.6,-1.5,0.2307692307692307,0.0
5,3,501,2019,1162,186,421,53,133,263,73,101,140,162,109,14,93,135,498,10.8,0.535,0.24,1.0,16.7,-0.3,0.6,0.3,0.012,-3.8,-0.5,0.2923076923076923,0.0
0,3,100,2019,1551,213,554,83,130,304,101,126,181,216,87,28,96,132,610,9.0,0.5,0.227,1.5,13.6,-1.2,0.8,-0.4,-0.011,-4.2,-0.9,0.2985074626865671,0.0
29,1,552,2019,48,5,16,3,2,8,3,4,9,10,6,2,2,6,16,8.8,0.45,0.25,3.7,10.1,0.0,0.0,0.0,0.011,-4.1,0.0,0.4507042253521127,0.0
34,1,12,2019,368,35,92,19,16,31,10,15,40,47,15,4,7,50,99,6.1,0.502,0.163,0.9,6.6,0.1,0.1,0.1,0.017,-5.5,-0.3,0.3472222222222222,0.0
25,4,582,2019,28,3,12,2,1,6,3,4,6,7,1,1,3,4,11,1.4,0.4,0.333,3.0,17.9,-0.1,0.0,-0.1,-0.13,-13.0,-0.1,0.589041095890411,0.0
9,0,22,2019,139,20,40,3,17,27,16,19,17,27,13,4,11,14,59,14.5,0.61,0.475,2.6,18.5,0.2,0.1,0.2,0.081,-2.2,0.0,0.2307692307692307,0.0
25,4,595,2019,1287,112,265,56,56,108,25,41,63,107,79,47,51,141,305,10.0,0.539,0.155,3.1,15.3,0.3,2.0,2.3,0.086,0.3,0.8,0.589041095890411,0.0
4,1,667,2019,1759,268,589,86,182,359,88,136,258,316,123,44,93,158,710,12.4,0.547,0.231,2.3,12.5,0.5,1.5,2.0,0.054,-1.6,0.2,0.3538461538461538,2.0
1,2,827,2019,119,14,49,4,10,25,8,8,12,12,16,2,15,13,40,4.3,0.381,0.163,1.6,22.2,-0.5,0.2,-0.3,-0.103,-7.5,-0.2,0.6666666666666666,0.0
29,4,694,2019,78,5,17,1,4,12,1,2,6,7,11,1,5,8,12,3.2,0.336,0.118,1.1,21.9,-0.2,0.0,-0.1,-0.071,-7.4,-0.1,0.4507042253521127,0.0
3,2,134,2019,1674,312,792,133,179,416,102,129,202,230,175,6,109,117,859,11.9,0.506,0.163,0.3,11.4,-0.5,1.4,0.9,0.026,-2.9,-0.4,0.3384615384615385,2.0
1,1,291,2019,1043,87,211,24,63,115,39,54,119,178,68,36,50,163,237,7.9,0.505,0.256,3.2,17.6,0.1,1.4,1.6,0.071,-2.7,-0.2,0.6666666666666666,0.0
21,1,893,2019,668,210,360,6,204,346,114,178,86,150,50,9,59,42,540,24.1,0.616,0.494,1.1,11.9,1.5,0.4,2.0,0.141,2.1,0.7,0.4166666666666667,1.0
32,2,467,2019,45,7,20,2,5,10,3,4,5,5,7,0,3,5,19,8.8,0.437,0.2,0.0,12.1,-0.1,0.1,0.0,-0.008,-9.0,-0.1,0.6111111111111112,0.0
32,4,292,2018,416,67,178,32,35,79,45,60,20,23,25,6,33,47,211,7.5,0.516,0.337,1.1,13.9,-0.4,0.4,0.0,0.002,-6.3,-0.5,0.6097560975609756,0.0
26,0,198,2018,2183,509,870,0,509,866,141,189,506,729,125,67,126,209,1159,20.5,0.608,0.217,2.6,11.7,4.1,1.7,5.8,0.128,0.2,1.2,0.2317073170731707,1.0
28,1,592,2018,1567,356,706,30,326,610,181,262,309,471,62,59,98,120,923,18.9,0.562,0.371,3.2,10.7,2.0,1.6,3.6,0.11,-1.0,0.4,0.4756097560975609,0.0
24,0,624,2018,766,117,243,21,96,173,37,63,169,233,39,64,43,102,292,14.9,0.539,0.259,7.0,13.7,0.3,1.4,1.7,0.106,-1.4,0.1,0.5121951219512195,0.0
17,3,482,2018,503,60,142,13,47,90,18,28,67,83,17,14,14,29,151,9.6,0.489,0.197,2.4,8.3,0.0,0.4,0.3,0.032,-3.4,-0.2,0.4390243902439024,0.0
13,2,307,2018,120,5,33,0,5,25,9,15,16,25,15,4,6,9,19,6.0,0.24,0.455,2.7,13.2,-0.3,0.2,-0.1,-0.059,-4.8,-0.1,0.4512195121951219,0.0
26,3,611,2018,2417,242,563,105,137,250,95,118,208,264,173,38,70,201,684,10.8,0.556,0.21,1.3,10.2,1.7,1.2,2.9,0.058,-1.6,0.3,0.2317073170731707,0.0
4,3,620,2018,1696,237,511,65,172,311,58,77,256,323,95,49,50,111,597,13.1,0.548,0.151,2.5,8.4,1.4,1.5,2.9,0.083,-0.8,0.5,0.4756097560975609,0.0
8,4,88,2018,1449,125,314,24,101,221,45,60,137,185,91,36,46,178,319,6.9,0.469,0.191,2.1,11.9,-0.1,1.6,1.5,0.048,-3.3,-0.5,0.5,0.0
34,3,837,2018,730,97,234,22,75,165,32,47,110,145,80,5,30,56,248,11.1,0.487,0.201,0.6,10.5,0.2,0.4,0.6,0.039,-2.7,-0.1,0.3902439024390244,0.0
6,2,337,2018,1591,264,565,63,201,384,87,120,144,169,230,4,88,127,678,12.8,0.549,0.212,0.2,12.5,1.5,1.0,2.6,0.077,-1.7,0.1,0.4024390243902439,0.0
14,2,406,2018,577,56,185,34,22,83,26,32,52,66,69,11,33,55,172,7.8,0.432,0.173,1.8,14.2,-0.7,0.7,0.0,-0.003,-4.0,-0.3,0.4024390243902439,0.0
3,0,871,2018,1110,180,371,6,174,339,89,112,220,307,78,58,65,152,455,15.2,0.541,0.302,4.5,13.4,0.7,1.2,1.9,0.08,-1.6,0.1,0.2682926829268293,0.0
23,4,296,2018,526,75,165,4,71,141,36,59,59,97,17,10,23,77,190,10.1,0.497,0.358,1.6,10.7,0.1,0.7,0.8,0.069,-4.2,-0.3,0.5975609756097561,0.0
16,4,233,2018,411,50,124,22,28,41,9,12,49,65,31,6,19,38,131,9.1,0.507,0.097,1.2,12.8,0.0,0.6,0.6,0.069,-2.2,0.0,0.7317073170731707,0.0
6,4,550,2018,2318,506,1186,168,338,672,346,485,477,563,429,25,247,137,1526,19.6,0.545,0.409,0.9,15.0,2.1,2.8,4.9,0.101,3.9,3.4,0.4024390243902439,1.0
9,4,328,2018,204,18,53,4,14,38,0,1,19,25,23,3,11,28,40,3.5,0.374,0.019,1.2,17.1,-0.3,0.2,-0.1,-0.03,-8.2,-0.3,0.6951219512195121,0.0
24,4,600,2018,44,7,21,0,7,15,1,4,2,5,1,0,1,6,15,1.2,0.33,0.19,0.0,4.2,-0.2,0.0,-0.1,-0.133,-14.5,-0.1,0.5121951219512195,0.0
12,2,760,2018,2174,341,716,51,290,577,156,195,175,232,270,45,141,175,889,13.4,0.554,0.272,1.6,15.0,1.5,1.9,3.3,0.074,-0.5,0.8,0.5853658536585366,2.0
4,2,221,2018,676,74,216,34,40,95,35,46,53,63,121,2,30,48,217,10.3,0.459,0.213,0.3,11.3,0.2,0.3,0.5,0.035,-4.0,-0.3,0.4756097560975609,0.0
11,2,7,2018,646,105,262,43,62,135,41,50,62,67,87,13,40,71,294,11.9,0.518,0.191,1.8,12.3,0.1,0.8,0.9,0.065,-1.6,0.1,0.5853658536585366,0.0
0,4,497,2018,2048,275,657,136,139,304,41,56,185,245,214,25,109,155,727,10.1,0.533,0.085,1.1,13.8,0.7,0.7,1.5,0.034,-2.4,-0.2,0.3536585365853658,2.0
3,3,112,2018,895,96,209,14,82,159,23,38,154,185,34,6,25,59,229,8.8,0.507,0.182,0.6,10.0,0.0,0.6,0.6,0.03,-3.9,-0.4,0.2682926829268293,0.0
14,1,367,2018,1515,298,589,51,247,447,151,197,199,272,64,82,98,220,798,16.4,0.591,0.334,5.1,12.7,1.2,2.2,3.3,0.105,-0.3,0.7,0.4024390243902439,0.0
28,3,464,2018,1083,125,295,55,70,136,41,50,121,146,68,13,22,67,346,10.1,0.546,0.169,1.0,6.5,1.0,0.6,1.6,0.072,-1.9,0.0,0.4756097560975609,0.0
6,3,464,2018,531,92,190,32,60,104,21,29,47,66,28,1,7,32,237,13.9,0.584,0.153,0.2,3.3,1.0,0.3,1.3,0.114,-1.0,0.1,0.4024390243902439,0.0
11,1,24,2018,64,4,16,1,3,14,4,8,15,19,1,3,0,7,13,6.3,0.333,0.5,4.2,0.0,-0.1,0.1,0.0,0.027,-7.7,-0.1,0.5853658536585366,0.0
22,1,498,2018,2158,338,914,125,213,550,162,226,274,335,82,24,114,175,963,8.7,0.475,0.247,0.9,10.1,-2.2,0.9,-1.3,-0.03,-5.7,-2.0,0.2073170731707317,0.0
26,2,190,2018,984,100,256,29,71,161,21,28,109,134,159,23,75,113,250,9.9,0.466,0.109,1.9,21.8,-0.8,0.8,0.0,0.002,-2.7,-0.2,0.2317073170731707,0.0
29,1,119,2018,145,19,58,0,19,56,13,17,27,36,13,2,15,14,51,6.4,0.389,0.293,1.2,18.6,-0.5,0.2,-0.3,-0.099,-8.7,-0.2,0.5853658536585366,0.0
25,4,761,2018,268,34,87,14,20,43,5,7,26,35,18,8,6,29,87,9.3,0.483,0.08,2.3,6.2,0.1,0.3,0.3,0.059,-3.2,-0.1,0.6219512195121951,0.0
13,3,785,2018,420,44,132,27,17,47,12,20,26,34,33,1,20,25,127,5.8,0.451,0.152,0.2,12.4,-0.4,0.3,-0.1,-0.013,-5.2,-0.3,0.4512195121951219,0.0
26,2,253,2018,958,114,290,39,75,158,37,47,86,98,127,7,69,109,304,7.6,0.489,0.162,0.6,18.2,-0.7,0.2,-0.5,-0.027,-5.7,-0.9,0.2317073170731707,0.0
17,4,452,2018,1757,196,508,60,136,293,118,162,177,218,91,33,63,166,570,9.4,0.492,0.319,1.6,9.8,-0.1,1.4,1.2,0.034,-3.1,-0.5,0.4390243902439024,0.0
12,4,404,2018,320,44,110,18,26,53,6,9,38,41,19,3,13,46,112,7.2,0.491,0.082,0.7,10.2,-0.2,0.3,0.1,0.012,-4.7,-0.2,0.5853658536585366,0.0
5,2,138,2018,2605,519,1206,119,400,910,214,255,179,236,243,6,185,186,1371,12.0,0.52,0.211,0.2,12.3,-0.1,-0.5,-0.6,-0.011,-4.7,-1.8,0.2317073170731707,2.0
25,4,529,2018,1108,153,347,99,54,102,44,54,64,78,59,8,26,106,449,10.7,0.606,0.156,0.6,6.6,1.6,0.6,2.2,0.096,-1.9,0.0,0.6219512195121951,2.0
12,4,529,2018,694,87,210,68,19,59,31,39,49,56,58,2,19,49,273,11.3,0.601,0.186,0.2,7.7,1.1,0.3,1.4,0.094,-1.2,0.1,0.5853658536585366,2.0
27,4,42,2018,141,28,63,10,18,34,9,16,10,13,13,0,11,9,75,11.1,0.535,0.254,0.0,13.6,0.0,0.0,0.1,0.02,-5.3,-0.1,0.6463414634146342,0.0
25,4,891,2018,111,14,34,6,8,18,6,8,10,13,10,2,6,8,40,9.5,0.533,0.235,1.4,13.8,0.0,0.1,0.1,0.048,-5.0,-0.1,0.6219512195121951,0.0
26,1,707,2018,147,25,47,0,25,44,4,12,33,48,5,8,9,23,54,14.7,0.516,0.255,4.5,14.7,0.0,0.2,0.2,0.051,-5.1,-0.1,0.2317073170731707,0.0
0,1,659,2018,805,98,244,44,54,116,32,45,122,194,47,25,31,67,272,12.4,0.516,0.184,2.7,10.5,0.6,0.5,1.2,0.07,-1.2,0.2,0.3536585365853658,0.0
8,4,505,2018,195,22,69,10,12,34,7,11,16,20,8,5,4,22,61,6.2,0.413,0.159,2.2,5.1,-0.2,0.2,0.0,0.005,-5.0,-0.2,0.5,0.0
27,4,275,2018,111,16,50,5,11,29,3,7,10,11,5,2,4,4,40,3.6,0.377,0.14,1.4,7.0,-0.3,0.1,-0.2,-0.092,-10.8,-0.2,0.6463414634146342,0.0
7,1,368,2018,69,9,19,0,9,18,6,10,16,23,3,1,8,8,24,12.4,0.513,0.526,1.3,25.5,-0.1,0.1,0.1,0.037,-4.2,0.0,0.6585365853658537,0.0
13,0,629,2018,446,71,171,22,49,94,43,53,68,85,24,13,39,57,207,10.1,0.533,0.31,2.4,16.7,-0.3,0.5,0.2,0.02,-4.3,-0.3,0.4512195121951219,0.0
29,4,542,2018,118,16,46,5,11,33,8,10,17,17,9,3,4,7,45,10.8,0.446,0.217,2.2,7.4,-0.1,0.2,0.0,0.019,-2.4,0.0,0.5853658536585366,0.0
7,0,807,2018,36,7,13,3,4,6,1,2,4,4,5,0,1,3,18,16.1,0.648,0.154,0.0,6.7,0.1,0.0,0.1,0.162,1.2,0.0,0.6585365853658537,0.0
0,2,821,2018,2503,525,1256,156,369,774,343,414,237,301,653,15,308,140,1549,17.0,0.539,0.33,0.5,17.6,2.5,0.7,3.3,0.062,-0.6,0.9,0.3536585365853658,1.0
15,0,58,2017,1368,174,340,0,174,333,129,179,263,381,101,41,66,138,477,15.7,0.57,0.526,2.5,13.6,2.3,1.9,4.2,0.148,-0.4,0.6,0.5365853658536586,0.0
1,2,474,2017,107,6,22,0,6,11,7,9,7,11,12,2,9,15,19,2.6,0.366,0.409,1.6,25.7,-0.2,0.1,-0.1,-0.038,-7.7,-0.2,0.6707317073170732,0.0
31,3,656,2017,1481,163,346,73,90,149,39,62,140,184,55,14,45,130,438,10.0,0.587,0.179,0.8,10.8,1.4,1.6,3.0,0.098,-0.6,0.5,0.7195121951219512,0.0
4,4,241,2017,713,72,192,11,61,149,20,25,120,124,38,2,23,46,175,5.8,0.431,0.13,0.2,10.2,-0.7,0.6,-0.1,-0.007,-4.7,-0.5,0.4390243902439024,0.0
13,2,544,2017,1780,203,564,90,113,269,32,71,291,360,376,43,136,117,528,12.5,0.444,0.126,2.0,18.6,-0.5,2.5,2.0,0.053,1.0,1.3,0.4268292682926829,2.0
9,0,434,2017,809,116,185,0,116,181,30,44,147,207,102,56,51,92,262,18.0,0.641,0.238,5.5,20.0,1.6,1.4,2.9,0.174,2.8,1.0,0.7073170731707317,0.0
1,4,323,2017,115,15,26,3,12,19,6,13,13,19,8,1,8,7,39,12.1,0.615,0.5,0.7,20.1,0.1,0.2,0.2,0.098,-3.1,0.0,0.6707317073170732,0.0
32,0,816,2017,29,3,11,0,3,10,2,2,7,11,1,0,0,1,8,9.5,0.337,0.182,0.0,0.0,0.0,0.0,0.0,0.033,-7.5,0.0,0.5853658536585366,0.0
14,3,225,2017,2350,340,772,94,246,508,124,166,208,257,135,17,124,233,898,9.8,0.531,0.215,0.7,12.8,0.1,1.1,1.2,0.024,-4.0,-1.2,0.2682926829268293,0.0
16,4,780,2017,776,82,205,32,50,114,21,24,116,143,25,13,25,80,217,9.1,0.503,0.117,1.4,10.4,0.0,0.7,0.7,0.043,-3.1,-0.2,0.5365853658536586,0.0
13,0,805,2017,72,8,21,1,7,11,5,9,14,17,6,2,2,6,22,9.9,0.441,0.429,2.3,7.4,0.0,0.1,0.1,0.05,-3.3,0.0,0.4268292682926829,0.0
0,1,421,2017,1785,314,545,16,298,498,133,186,365,541,98,80,105,215,777,18.3,0.62,0.341,3.8,14.3,3.4,2.0,5.4,0.145,-0.2,0.8,0.2926829268292683,2.0
27,0,888,2017,1045,115,289,35,80,176,27,42,176,221,52,31,58,133,292,7.5,0.475,0.145,2.4,15.9,-0.7,1.3,0.6,0.03,-4.3,-0.6,0.5975609756097561,0.0
0,4,843,2017,974,144,382,72,72,183,45,63,113,130,79,5,37,63,405,10.0,0.494,0.165,0.4,8.3,0.0,0.4,0.4,0.02,-2.9,-0.2,0.2926829268292683,0.0
22,4,161,2017,474,72,161,22,50,93,16,23,75,84,31,2,17,34,182,11.6,0.532,0.143,0.4,9.0,0.3,0.3,0.6,0.06,-2.3,0.0,0.3536585365853658,0.0
12,2,382,2017,778,89,253,15,74,199,38,49,75,84,100,6,44,97,231,7.2,0.421,0.194,0.6,13.8,-0.8,0.6,-0.2,-0.011,-5.0,-0.6,0.5121951219512195,0.0
23,4,798,2017,763,70,169,40,30,49,9,10,28,47,19,10,11,83,189,7.4,0.545,0.059,1.2,6.0,0.7,0.5,1.2,0.077,-3.3,-0.3,0.5853658536585366,0.0
28,2,188,2017,2026,328,797,47,281,644,141,195,171,204,320,20,173,163,844,11.2,0.478,0.245,0.9,16.4,-1.7,1.1,-0.6,-0.014,-4.2,-1.1,0.3292682926829268,0.0
25,4,586,2017,253,45,111,0,45,110,10,21,32,43,53,4,17,22,100,12.4,0.416,0.189,1.3,12.4,-0.2,0.4,0.2,0.043,-2.6,0.0,0.6341463414634146,0.0
13,4,448,2017,1461,176,375,78,98,178,66,94,221,263,80,16,47,107,496,12.2,0.596,0.251,0.9,10.1,1.9,1.5,3.4,0.111,-0.1,0.7,0.4268292682926829,0.0
24,1,430,2017,536,55,145,16,39,99,19,25,83,99,18,30,27,48,145,9.8,0.465,0.172,4.5,14.8,-0.6,0.8,0.2,0.021,-1.4,0.1,0.3048780487804878,0.0
24,3,873,2017,1020,93,218,9,84,172,34,47,101,137,57,12,30,81,229,7.8,0.48,0.216,0.9,11.2,0.0,0.7,0.7,0.032,-4.3,-0.6,0.3048780487804878,0.0
26,3,450,2017,1959,389,932,57,332,715,177,279,256,351,119,35,146,218,1012,11.8,0.48,0.299,1.4,12.2,-2.0,1.2,-0.7,-0.018,-4.2,-1.1,0.2560975609756097,2.0
28,3,464,2017,1506,185,419,57,128,234,26,36,160,187,74,13,40,81,453,9.2,0.521,0.086,0.8,8.4,0.4,0.5,1.0,0.031,-3.5,-0.6,0.3292682926829268,0.0
8,4,556,2017,1463,206,465,81,125,270,65,76,155,176,124,13,69,86,558,12.1,0.56,0.163,0.8,12.2,1.1,1.4,2.6,0.085,-0.8,0.5,0.4756097560975609,0.0
13,1,519,2017,2401,468,1039,159,309,605,147,208,395,483,141,34,140,160,1242,14.2,0.549,0.2,1.1,11.0,1.5,2.3,3.8,0.077,-0.7,0.8,0.4268292682926829,1.0
11,1,787,2017,459,64,136,18,46,94,10,16,53,82,9,4,10,45,156,10.7,0.545,0.118,0.8,6.5,0.5,0.3,0.8,0.082,-3.1,-0.1,0.5853658536585366,0.0
3,1,532,2017,2020,374,862,145,229,461,140,166,429,508,79,40,83,103,1033,15.6,0.552,0.193,1.8,8.2,1.7,1.6,3.3,0.079,-0.2,0.9,0.3292682926829268,1.0
28,2,268,2017,984,144,380,31,113,294,94,115,100,130,147,10,65,72,413,13.0,0.48,0.303,1.0,13.1,0.0,0.6,0.5,0.027,-2.3,-0.1,0.3292682926829268,0.0
32,4,231,2017,2638,595,1362,187,408,812,239,297,244,296,291,27,215,213,1616,16.7,0.541,0.218,0.9,12.6,1.4,3.8,5.2,0.095,1.2,2.2,0.5853658536585366,1.0
4,4,569,2017,854,153,425,83,70,182,32,38,58,66,91,9,49,60,421,10.2,0.477,0.089,0.9,10.0,-0.5,0.5,0.0,0.0,-3.4,-0.3,0.4390243902439024,0.0
7,2,627,2017,25,4,6,0,4,5,2,2,2,2,7,0,1,1,10,27.1,0.727,0.333,0.0,12.7,0.1,0.0,0.2,0.312,9.4,0.1,0.5609756097560976,0.0
22,2,269,2017,1706,182,500,50,132,343,49,68,140,177,250,18,131,181,463,7.0,0.437,0.136,0.9,19.8,-2.0,1.1,-0.9,-0.026,-5.0,-1.3,0.3536585365853658,0.0
1,1,754,2017,1150,65,188,40,25,63,25,41,124,161,20,4,25,91,195,4.6,0.473,0.218,0.3,10.8,-0.2,1.3,1.2,0.048,-4.7,-0.8,0.6707317073170732,0.0
26,1,20,2017,225,28,74,18,10,16,8,10,29,37,12,2,4,13,82,10.7,0.523,0.135,0.7,4.9,0.2,0.0,0.3,0.055,-2.8,0.0,0.2560975609756097,0.0
26,4,187,2017,242,22,76,11,11,38,8,12,37,39,13,2,10,17,63,4.8,0.388,0.158,0.7,11.0,-0.5,0.2,-0.3,-0.06,-6.4,-0.3,0.2560975609756097,0.0
6,2,206,2017,2049,404,1024,106,298,685,134,193,210,260,358,18,194,152,1048,12.8,0.473,0.188,0.8,14.9,-2.4,1.7,-0.7,-0.017,-2.4,-0.2,0.2926829268292683,0.0
