Rk,Player,Season,Pos,Tm,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Balance,all_nba
122,Daniel Ewing,2005,SG,LAC,66,971,97,255,0.38,22,78,0.282,75,177,0.424,0.424,36,46,0.783,23,62,85,84,37,6,57,86,252,7.6,0.458,0.306,0.18,2.9,7.1,5.1,13.2,2.0,0.5,17.2,15.8,-0.7,1.0,0.3,0.017,-3.8,0.6,-3.2,-0.3,0.573170731707317,0.0
123,Noel Felix,2005,SF,SEA,12,82,6,25,0.24,1,3,0.333,5,22,0.227,0.26,5,8,0.625,3,10,13,2,2,3,8,13,18,-1.1,0.316,0.12,0.32,4.4,14.9,9.6,3.5,1.3,2.8,21.9,20.0,-0.3,0.0,-0.3,-0.197,-10.0,-2.5,-12.5,-0.2,0.4268292682926829,0.0
124,Raymond Felton,2005,PG,CHA,80,2406,345,883,0.391,97,271,0.358,248,612,0.405,0.446,161,222,0.725,77,188,265,446,102,8,182,181,948,14.2,0.483,0.307,0.251,3.5,9.7,6.4,30.9,2.2,0.3,15.7,21.4,0.8,1.8,2.6,0.051,0.2,-0.8,-0.6,0.8,0.3170731707317073,0.0
125,Michael Finley,2005,SG,SAS,77,2038,286,695,0.412,110,279,0.394,176,416,0.423,0.491,98,115,0.852,31,216,247,116,37,7,62,97,780,12.7,0.523,0.401,0.165,1.8,12.2,7.2,9.3,1.0,0.2,7.7,18.9,2.0,2.9,5.0,0.117,0.1,0.2,0.2,1.1,0.7682926829268293,0.0
126,Derek Fisher,2005,PG,GSW,82,2589,364,887,0.41,117,295,0.397,247,592,0.417,0.476,244,293,0.833,36,175,211,352,125,8,156,237,1089,14.8,0.536,0.333,0.33,1.5,7.7,4.5,22.6,2.5,0.2,13.3,20.2,3.4,2.4,5.8,0.107,-0.2,0.6,0.4,1.6,0.4146341463414634,0.0
127,Gerald Fitch,2005,PG,MIA,18,239,30,89,0.337,7,26,0.269,23,63,0.365,0.376,17,23,0.739,7,23,30,33,7,5,15,28,84,10.2,0.424,0.292,0.258,3.6,10.9,7.4,21.5,1.5,1.6,13.1,22.0,-0.1,0.3,0.1,0.026,-3.2,-0.3,-3.5,-0.1,0.6341463414634146,0.0
128,Marcus Fizer,2005,PF,NOK,3,39,9,17,0.529,1,1,1.0,8,16,0.5,0.559,1,2,0.5,1,6,7,1,0,0,2,5,20,14.1,0.559,0.059,0.118,3.0,18.8,10.7,5.3,0.0,0.0,10.1,23.8,0.0,0.0,0.0,0.056,-1.4,-2.3,-3.7,0.0,0.4634146341463415,0.0
129,Sharrod Ford,2005,PF,PHO,3,13,2,3,0.667,0,0,,2,3,0.667,0.667,0,0,,1,2,3,0,0,1,2,7,4,0.6,0.667,0.0,0.0,8.7,16.7,12.8,0.0,0.0,5.4,40.0,17.2,0.0,0.0,0.0,-0.032,-16.2,1.2,-14.9,0.0,0.6585365853658537,0.0
130,T.J. Ford,2005,PG,MIL,72,2557,328,789,0.416,35,104,0.337,293,685,0.428,0.438,187,248,0.754,63,248,311,473,104,7,219,196,878,13.1,0.489,0.132,0.314,2.9,11.7,7.2,29.8,2.1,0.2,19.6,20.0,0.4,2.1,2.5,0.047,-1.1,-0.1,-1.2,0.5,0.4878048780487805,0.0
131,Danny Fortson,2005,C,SEA,23,276,27,51,0.529,0,0,,27,51,0.529,0.529,33,43,0.767,31,47,78,2,4,2,26,76,87,8.5,0.622,0.0,0.843,13.4,20.9,17.1,1.1,0.8,0.6,27.1,15.6,0.2,0.0,0.2,0.038,-6.2,-2.9,-9.1,-0.5,0.4268292682926829,0.0
132,Jeff Foster,2005,C,IND,63,1581,138,250,0.552,0,4,0.0,138,246,0.561,0.552,96,159,0.604,224,350,574,50,41,27,64,191,372,15.1,0.581,0.016,0.636,16.9,24.8,20.9,5.1,1.4,1.2,16.7,11.3,2.8,2.9,5.7,0.174,-0.3,0.4,0.0,0.8,0.5,0.0
133,Adonal Foyle,2005,C,GSW,77,1824,152,300,0.507,0,0,,152,300,0.507,0.507,41,67,0.612,143,281,424,33,44,125,80,215,345,10.3,0.524,0.0,0.223,8.5,17.6,13.0,2.8,1.2,5.1,19.5,10.0,0.3,2.5,2.8,0.075,-3.4,1.7,-1.7,0.1,0.4146341463414634,0.0
134,Richie Frahm,2005,SG,TOT,33,342,39,100,0.39,23,70,0.329,16,30,0.533,0.505,7,10,0.7,3,30,33,21,4,2,8,30,108,9.4,0.517,0.7,0.1,1.1,10.2,5.7,10.2,0.6,0.4,7.1,15.6,0.2,0.3,0.5,0.071,-1.4,-0.8,-2.2,0.0,,0.0
134,Richie Frahm,2005,SG,MIN,25,225,24,65,0.369,15,48,0.313,9,17,0.529,0.485,3,5,0.6,3,20,23,15,3,2,4,22,66,8.9,0.491,0.738,0.077,1.6,10.4,6.1,10.7,0.7,0.7,5.6,15.0,0.1,0.2,0.3,0.065,-1.6,-0.6,-2.2,0.0,0.4024390243902439,0.0
134,Richie Frahm,2005,SG,HOU,8,117,15,35,0.429,8,22,0.364,7,13,0.538,0.543,4,5,0.8,0,10,10,6,1,0,4,8,42,10.4,0.565,0.629,0.143,0.0,9.9,5.0,9.2,0.5,0.0,9.7,16.8,0.1,0.1,0.2,0.082,-1.1,-1.1,-2.2,0.0,0.4146341463414634,0.0
135,Steve Francis,2005,PG-SG,TOT,70,2393,333,765,0.435,25,83,0.301,308,682,0.452,0.452,314,399,0.787,74,216,290,345,74,17,214,204,1005,15.2,0.534,0.108,0.522,3.9,10.9,7.5,24.6,1.7,0.6,18.5,22.6,2.2,1.4,3.6,0.073,0.7,-0.7,0.0,1.2,,0.0
135,Steve Francis,2005,PG,ORL,46,1734,249,575,0.433,18,70,0.257,231,505,0.457,0.449,231,290,0.797,60,159,219,262,51,11,156,142,747,15.9,0.532,0.122,0.504,4.4,11.0,7.8,25.7,1.6,0.5,18.2,23.4,1.7,1.2,2.9,0.081,1.1,-0.5,0.6,1.1,0.4390243902439024,0.0
135,Steve Francis,2005,SG,NYK,24,659,84,190,0.442,7,13,0.538,77,177,0.435,0.461,83,109,0.761,14,57,71,83,23,6,58,62,258,13.4,0.542,0.068,0.574,2.6,10.6,6.5,21.7,1.8,0.7,19.6,20.4,0.4,0.2,0.7,0.05,-0.5,-1.1,-1.6,0.1,0.2804878048780488,0.0
136,Channing Frye,2005,C,NYK,65,1572,305,640,0.477,3,9,0.333,302,631,0.479,0.479,189,229,0.825,138,236,374,53,30,47,97,200,802,18.1,0.541,0.014,0.358,10.6,18.5,14.5,6.6,1.0,2.5,11.6,24.2,2.6,0.9,3.5,0.108,0.7,-1.4,-0.7,0.5,0.2804878048780488,0.0
137,Dan Gadzuric,2005,C,MIL,74,885,171,309,0.553,0,1,0.0,171,308,0.555,0.553,41,89,0.461,91,141,232,24,25,43,35,171,383,17.2,0.55,0.003,0.288,12.0,19.3,15.6,4.9,1.5,3.9,9.1,19.8,1.3,1.1,2.5,0.134,-1.6,-0.1,-1.7,0.0,0.4878048780487805,0.0
138,Deng Gai,2005,C,PHI,2,5,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,-0.015,-3.6,-3.5,-7.2,0.0,0.4634146341463415,0.0
139,Reece Gaines,2005,PG,MIL,12,54,6,12,0.5,0,2,0.0,6,10,0.6,0.5,1,4,0.25,0,0,0,3,1,0,1,1,13,6.7,0.472,0.167,0.333,0.0,0.0,0.0,8.7,1.0,0.0,6.8,12.5,0.0,0.0,0.0,0.004,-3.1,-2.0,-5.1,0.0,0.4878048780487805,0.0
140,Francisco García,2005,SF,SAC,67,1301,130,325,0.4,39,137,0.285,91,188,0.484,0.46,78,101,0.772,39,146,185,94,41,47,75,135,377,10.3,0.51,0.422,0.311,3.5,13.0,8.3,11.2,1.6,2.6,16.9,15.7,0.0,1.6,1.6,0.06,-2.1,1.3,-0.8,0.4,0.5365853658536586,0.0
141,Kevin Garnett,2005,PF,MIN,76,2957,626,1191,0.526,8,30,0.267,618,1161,0.532,0.529,396,489,0.81,214,752,966,308,104,107,180,206,1656,26.8,0.589,0.025,0.411,8.9,29.7,19.6,20.2,1.9,2.7,11.3,25.5,9.0,5.9,14.9,0.242,5.6,2.2,7.8,7.4,0.4024390243902439,0.0
142,Pat Garrity,2005,PF,ORL,57,938,101,242,0.417,50,129,0.388,51,113,0.451,0.521,30,37,0.811,31,77,108,38,12,9,38,108,282,9.1,0.546,0.533,0.153,4.2,9.9,7.1,6.5,0.7,0.8,12.8,15.0,0.8,0.4,1.2,0.062,-0.9,-1.0,-1.8,0.0,0.4390243902439024,0.0
143,Pau Gasol,2005,PF,MEM,80,3135,600,1194,0.503,3,12,0.25,597,1182,0.505,0.504,425,617,0.689,191,522,713,371,46,153,235,184,1628,22.7,0.555,0.01,0.517,7.5,20.0,13.8,23.7,0.8,3.9,13.8,26.4,6.6,5.4,12.0,0.184,3.9,1.7,5.5,6.0,0.5975609756097561,0.0
144,Devean George,2005,SF,LAL,71,1542,170,425,0.4,50,160,0.313,120,265,0.453,0.459,58,86,0.674,82,192,274,68,66,34,54,159,448,11.3,0.484,0.376,0.202,6.3,14.6,10.5,6.9,2.3,1.7,10.4,15.3,0.7,2.0,2.6,0.082,-1.3,0.5,-0.8,0.4,0.5487804878048781,0.0
145,Eddie Gill,2005,PG,IND,41,122,10,45,0.222,7,23,0.304,3,22,0.136,0.3,18,23,0.783,0,15,15,12,11,1,9,13,45,9.9,0.408,0.511,0.511,0.0,13.8,7.1,15.8,4.8,0.6,14.0,24.5,-0.2,0.3,0.1,0.02,-4.6,3.5,-1.1,0.0,0.5,0.0
146,Manu Ginóbili,2005,SG,SAS,65,1813,309,669,0.462,83,217,0.382,226,452,0.5,0.524,280,360,0.778,42,188,230,235,101,26,121,156,981,22.4,0.593,0.324,0.538,2.8,12.0,7.5,22.2,3.0,1.0,12.8,25.0,5.1,3.7,8.8,0.234,3.8,3.0,6.8,4.1,0.7682926829268293,0.0
147,Gordan Giriček,2005,SG,UTA,37,956,166,383,0.433,18,59,0.305,148,324,0.457,0.457,43,57,0.754,15,55,70,63,16,4,63,87,393,8.7,0.482,0.154,0.149,1.9,7.0,4.4,12.8,0.9,0.3,13.4,22.8,-0.6,0.4,-0.2,-0.01,-3.3,-2.3,-5.6,-0.9,0.5,0.0
148,Anthony Goldwire,2005,PG,LAC,3,22,1,7,0.143,0,2,0.0,1,5,0.2,0.143,0,0,,0,1,1,2,0,0,1,0,2,-5.5,0.143,0.286,0.0,0.0,5.1,2.6,12.8,0.0,0.0,12.5,16.8,-0.1,0.0,-0.1,-0.245,-9.0,-4.0,-13.0,-0.1,0.573170731707317,0.0
149,Ryan Gomes,2005,PF,BOS,61,1376,173,355,0.487,3,9,0.333,170,346,0.491,0.492,112,149,0.752,102,196,298,58,35,5,55,83,461,14.0,0.548,0.025,0.42,9.3,16.9,13.2,6.8,1.3,0.3,11.6,15.9,1.9,1.2,3.1,0.108,0.0,-1.2,-1.2,0.3,0.4024390243902439,0.0
150,Drew Gooden,2005,PF,CLE,79,2174,334,652,0.512,1,3,0.333,333,649,0.513,0.513,176,258,0.682,237,428,665,56,52,49,106,190,845,17.6,0.552,0.005,0.396,12.8,23.5,18.1,4.4,1.3,1.7,12.2,18.6,3.6,2.9,6.6,0.145,0.5,-0.8,-0.2,1.0,0.6097560975609756,0.0
151,Ben Gordon,2005,SG,CHI,80,2482,486,1152,0.422,166,382,0.435,320,770,0.416,0.494,211,268,0.787,43,176,219,240,75,5,180,238,1349,14.5,0.531,0.332,0.233,2.0,8.1,5.1,17.3,1.6,0.2,12.4,26.3,1.8,2.6,4.4,0.086,0.7,-0.3,0.5,1.6,0.5,0.0
152,Joey Graham,2005,SF,TOR,80,1581,198,414,0.478,29,87,0.333,169,327,0.517,0.513,108,133,0.812,57,187,244,60,37,13,92,228,533,10.2,0.564,0.21,0.321,4.2,15.1,9.4,6.0,1.2,0.6,16.3,16.5,1.0,0.3,1.3,0.038,-2.7,-1.1,-3.8,-0.7,0.3292682926829268,0.0
153,Stephen Graham,2005,SG,TOT,22,175,21,54,0.389,2,10,0.2,19,44,0.432,0.407,14,15,0.933,5,22,27,7,5,2,13,31,58,6.9,0.479,0.185,0.278,3.4,14.8,9.1,6.9,1.5,0.9,17.7,19.6,-0.2,0.2,0.0,0.009,-6.0,0.3,-5.8,-0.2,,0.0
153,Stephen Graham,2005,SG,HOU,6,38,6,16,0.375,1,5,0.2,5,11,0.455,0.406,4,4,1.0,1,6,7,3,2,0,5,5,17,9.7,0.479,0.313,0.25,3.1,18.2,10.8,15.0,2.9,0.0,22.0,28.6,-0.1,0.1,0.0,-0.034,-4.8,1.0,-3.7,0.0,0.4146341463414634,0.0
153,Stephen Graham,2005,SG,CHI,3,20,1,5,0.2,1,4,0.25,0,1,0.0,0.3,2,2,1.0,0,3,3,1,0,0,1,3,5,2.4,0.425,0.8,0.4,0.0,17.1,8.6,7.1,0.0,0.0,14.5,15.5,0.0,0.0,0.0,-0.002,-6.3,-0.6,-7.0,0.0,0.5,0.0
153,Stephen Graham,2005,SG,CLE,13,117,14,33,0.424,0,1,0.0,14,32,0.438,0.424,8,9,0.889,4,13,17,3,3,2,7,23,36,6.7,0.487,0.03,0.273,4.0,13.3,8.6,4.2,1.4,1.3,15.9,17.4,-0.1,0.1,0.1,0.025,-6.4,0.2,-6.2,-0.1,0.6097560975609756,0.0
154,Danny Granger,2005,SF,IND,78,1765,221,478,0.462,30,93,0.323,191,385,0.496,0.494,115,148,0.777,131,253,384,90,58,62,80,211,587,14.7,0.54,0.195,0.31,8.8,16.0,12.5,8.8,1.8,2.6,12.8,16.4,2.1,3.0,5.1,0.139,-0.7,1.8,1.1,1.4,0.5,0.0
155,Brian Grant,2005,C,PHO,21,248,27,65,0.415,0,0,,27,65,0.415,0.415,7,8,0.875,11,46,57,7,5,3,7,45,61,6.6,0.445,0.0,0.123,5.0,20.1,12.8,3.8,1.0,0.8,9.3,13.6,-0.1,0.3,0.2,0.041,-5.8,-0.2,-6.0,-0.3,0.6585365853658537,0.0
156,Devin Green,2005,SG,LAL,27,135,6,28,0.214,0,2,0.0,6,26,0.231,0.214,13,21,0.619,10,14,24,7,3,0,5,13,25,4.7,0.336,0.071,0.75,8.7,12.2,10.5,7.3,1.2,0.0,11.8,14.3,-0.2,0.1,-0.1,-0.018,-5.1,-1.5,-6.5,-0.2,0.5487804878048781,0.0
157,Gerald Green,2005,SG,BOS,32,374,66,138,0.478,6,20,0.3,60,118,0.508,0.5,29,37,0.784,10,31,41,18,13,4,22,41,167,13.1,0.541,0.145,0.268,3.3,9.9,6.7,8.5,1.8,0.8,12.5,21.7,0.2,0.3,0.5,0.064,-2.3,-1.2,-3.5,-0.1,0.4024390243902439,0.0
158,Willie Green,2005,SG,PHI,10,153,28,66,0.424,10,19,0.526,18,47,0.383,0.5,4,5,0.8,1,14,15,5,2,0,12,13,70,8.6,0.513,0.288,0.076,0.8,10.7,5.7,5.7,0.7,0.0,15.0,23.9,-0.2,0.0,-0.1,-0.038,-2.7,-3.4,-6.1,-0.2,0.4634146341463415,0.0
159,Orien Greene,2005,PG,BOS,80,1235,100,253,0.395,9,40,0.225,91,213,0.427,0.413,45,68,0.662,37,108,145,129,77,10,109,181,254,6.4,0.449,0.158,0.269,3.7,10.4,7.2,15.8,3.2,0.6,27.8,14.6,-1.8,1.4,-0.3,-0.013,-5.9,1.4,-4.4,-0.8,0.4024390243902439,0.0
160,Adrian Griffin,2005,SG,DAL,52,1245,98,204,0.48,0,2,0.0,98,202,0.485,0.48,41,53,0.774,75,152,227,89,51,9,39,113,237,11.6,0.521,0.01,0.26,7.4,14.4,11.0,10.8,2.2,0.6,14.6,10.0,1.4,1.5,2.9,0.113,-0.8,1.6,0.8,0.9,0.7317073170731707,0.0
161,Eddie Griffin,2005,C,MIN,70,1359,130,370,0.351,16,82,0.195,114,288,0.396,0.373,44,74,0.595,107,282,389,40,13,148,43,125,320,12.2,0.397,0.222,0.2,9.7,24.3,17.2,4.7,0.5,8.2,9.7,15.6,-1.0,2.6,1.5,0.055,-3.1,1.5,-1.6,0.1,0.4024390243902439,0.0
162,Anthony Grundy,2005,SG,ATL,12,108,19,38,0.5,5,15,0.333,14,23,0.609,0.566,9,14,0.643,1,16,17,9,7,0,9,14,52,16.6,0.589,0.395,0.368,1.1,18.3,9.5,14.7,3.4,0.0,16.9,22.4,0.1,0.1,0.2,0.095,-1.3,0.9,-0.4,0.0,0.3170731707317073,0.0
163,Richard Hamilton,2005,SG,DET,80,2825,649,1322,0.491,55,120,0.458,594,1202,0.494,0.512,256,303,0.845,84,172,256,275,52,16,173,207,1609,18.2,0.553,0.091,0.229,3.5,7.3,5.4,18.6,1.0,0.4,10.6,27.4,5.3,2.4,7.6,0.13,1.7,-0.9,0.8,2.0,0.7804878048780488,0.0
164,Zendon Hamilton,2005,C,TOT,12,49,7,14,0.5,0,0,,7,14,0.5,0.5,12,18,0.667,3,8,11,0,4,0,6,5,26,17.6,0.593,0.0,1.286,7.2,19.5,13.3,0.0,4.3,0.0,21.5,26.3,0.0,0.1,0.1,0.098,-2.0,0.4,-1.6,0.0,,0.0
164,Zendon Hamilton,2005,C,CLE,11,46,7,13,0.538,0,0,,7,13,0.538,0.538,11,16,0.688,3,8,11,0,3,0,6,4,25,18.2,0.624,0.0,1.231,7.7,20.8,14.2,0.0,3.5,0.0,23.0,26.2,0.0,0.1,0.1,0.108,-1.4,0.1,-1.3,0.0,0.6097560975609756,0.0
164,Zendon Hamilton,2005,C,PHI,1,3,0,1,0.0,0,0,,0,1,0.0,0.0,1,2,0.5,0,0,0,0,1,0,0,1,1,8.2,0.266,0.0,2.0,0.0,0.0,0.0,0.0,17.3,0.0,0.0,28.6,0.0,0.0,0.0,-0.057,-12.4,5.1,-7.3,0.0,0.4634146341463415,0.0
165,Anfernee Hardaway,2005,SF,NYK,4,72,4,14,0.286,0,1,0.0,4,13,0.308,0.286,2,2,1.0,0,10,10,8,2,0,6,7,10,2.0,0.336,0.071,0.143,0.0,17.1,8.4,17.0,1.5,0.0,28.7,13.1,-0.2,0.0,-0.2,-0.101,-6.1,0.4,-5.7,-0.1,0.2804878048780488,0.0
166,Matt Harpring,2005,SF,UTA,71,1944,322,678,0.475,14,39,0.359,308,639,0.482,0.485,227,313,0.725,158,210,368,98,59,14,109,202,885,16.3,0.542,0.058,0.462,9.8,13.2,11.5,9.6,1.7,0.6,11.8,22.0,3.1,1.6,4.7,0.115,0.6,-1.2,-0.6,0.7,0.5,0.0
167,Al Harrington,2005,PF,ATL,76,2782,551,1220,0.452,66,191,0.346,485,1029,0.471,0.479,243,350,0.694,132,391,523,238,85,14,195,301,1411,16.0,0.513,0.157,0.287,5.5,17.4,11.3,15.8,1.6,0.4,12.4,25.6,2.6,1.2,3.8,0.065,0.4,-1.7,-1.3,0.5,0.3170731707317073,0.0
168,Othella Harrington,2005,C,CHI,72,824,135,273,0.495,0,0,,135,273,0.495,0.495,77,123,0.626,54,100,154,39,7,13,61,131,347,11.1,0.53,0.0,0.451,7.6,13.9,10.7,8.0,0.4,1.2,15.7,21.2,0.2,0.9,1.1,0.063,-3.4,-0.4,-3.9,-0.4,0.5,0.0
169,Devin Harris,2005,PG,DAL,56,1275,190,405,0.469,5,21,0.238,185,384,0.482,0.475,169,236,0.716,26,99,125,177,53,16,84,121,554,17.4,0.544,0.052,0.583,2.5,9.2,5.9,23.4,2.3,1.0,14.2,21.7,2.3,1.4,3.7,0.139,0.8,0.6,1.4,1.1,0.7317073170731707,0.0
170,David Harrison,2005,C,IND,67,1034,148,294,0.503,0,0,,148,294,0.503,0.503,89,174,0.511,84,170,254,14,23,59,79,193,385,11.8,0.519,0.0,0.592,9.7,18.4,14.2,2.4,1.2,4.2,17.6,20.2,-0.4,1.9,1.5,0.068,-5.1,1.1,-4.0,-0.5,0.5,0.0
171,Jason Hart,2005,PG,SAC,66,818,86,221,0.389,9,31,0.29,77,190,0.405,0.41,37,56,0.661,12,59,71,70,31,5,43,85,218,7.1,0.444,0.14,0.253,1.7,8.3,5.1,13.4,2.0,0.4,14.9,16.2,-0.7,0.8,0.1,0.006,-5.1,0.4,-4.7,-0.6,0.5365853658536586,0.0
172,Udonis Haslem,2005,PF,MIA,81,2491,300,591,0.508,0,2,0.0,300,589,0.509,0.508,157,199,0.789,167,467,634,95,50,17,80,216,757,13.7,0.558,0.003,0.337,8.2,21.2,15.0,5.9,1.1,0.5,10.5,14.1,3.9,3.1,7.0,0.134,-0.4,-0.1,-0.5,0.9,0.6341463414634146,0.0
173,Trenton Hassell,2005,SG,MIN,77,2514,286,616,0.464,7,23,0.304,279,593,0.47,0.47,131,176,0.744,82,134,216,203,43,29,124,201,710,9.5,0.512,0.037,0.286,4.0,6.2,5.2,13.2,0.9,0.9,15.2,15.4,0.7,1.6,2.3,0.044,-2.4,-0.6,-3.1,-0.7,0.4024390243902439,0.0
174,Chuck Hayes,2005,PF,HOU,40,535,59,105,0.562,0,1,0.0,59,104,0.567,0.562,29,45,0.644,67,112,179,14,26,14,12,76,147,18.0,0.589,0.01,0.429,14.9,24.1,19.6,4.6,2.6,2.1,8.8,12.2,1.2,1.1,2.4,0.212,0.2,1.6,1.8,0.5,0.4146341463414634,0.0
175,Jarvis Hayes,2005,SG,WAS,21,516,77,183,0.421,17,47,0.362,60,136,0.441,0.467,25,30,0.833,19,57,76,27,16,1,22,38,196,12.2,0.499,0.257,0.164,4.2,13.2,8.6,8.7,1.6,0.2,10.1,18.8,0.3,0.4,0.7,0.065,-0.9,-0.5,-1.4,0.1,0.5121951219512195,0.0
176,Brendan Haywood,2005,C,WAS,79,1879,222,432,0.514,0,0,,222,432,0.514,0.514,131,224,0.585,200,267,467,46,30,104,97,232,575,13.8,0.542,0.0,0.519,12.0,17.0,14.5,3.9,0.8,4.3,15.5,14.9,2.0,1.9,3.9,0.099,-1.5,-0.2,-1.7,0.2,0.5121951219512195,0.0
177,Luther Head,2005,SG,HOU,80,2310,254,630,0.403,113,313,0.361,141,317,0.445,0.493,86,123,0.699,33,233,266,215,89,9,119,169,707,11.2,0.517,0.497,0.195,1.7,11.6,6.8,16.2,2.1,0.3,14.8,16.6,0.5,2.9,3.5,0.072,-1.3,1.1,-0.2,1.1,0.4146341463414634,0.0
178,Alan Henderson,2005,C,CLE,51,531,47,91,0.516,0,0,,47,91,0.516,0.516,33,49,0.673,60,77,137,10,9,12,22,58,127,12.2,0.564,0.0,0.538,13.3,17.3,15.3,2.9,0.9,1.7,16.3,11.7,0.7,0.6,1.3,0.116,-1.3,-0.8,-2.1,0.0,0.6097560975609756,0.0
179,Nenê,2005,PF,DEN,1,3,0,1,0.0,0,0,,0,1,0.0,0.0,0,0,,0,0,0,0,0,0,2,1,0,-54.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.7,44.8,-0.1,0.0,-0.1,-1.312,-56.5,-14.2,-70.7,0.0,0.5365853658536586,0.0
180,Grant Hill,2005,SF,ORL,21,613,119,243,0.49,2,8,0.25,117,235,0.498,0.494,78,102,0.765,15,65,80,48,24,6,35,50,318,19.0,0.552,0.033,0.42,3.1,12.7,8.1,14.6,2.1,0.8,10.8,24.9,1.1,0.6,1.7,0.13,1.5,0.0,1.5,0.5,0.4390243902439024,0.0
181,Kirk Hinrich,2005,PG,CHI,81,2955,451,1078,0.418,126,341,0.37,325,737,0.441,0.477,256,314,0.815,29,259,288,514,94,21,188,251,1284,15.5,0.528,0.316,0.291,1.1,10.0,5.6,28.9,1.6,0.6,13.4,21.4,4.1,3.5,7.6,0.124,1.1,0.6,1.8,2.8,0.5,0.0
182,Julius Hodge,2005,SG,DEN,14,33,5,13,0.385,0,0,,5,13,0.385,0.385,3,8,0.375,5,2,7,6,2,0,8,7,13,4.2,0.393,0.0,0.615,17.9,7.0,12.4,29.3,3.1,0.0,32.6,33.3,-0.2,0.0,-0.2,-0.219,-8.9,-2.8,-11.7,-0.1,0.5365853658536586,0.0
183,Randy Holcomb,2005,SF,CHI,4,11,1,1,1.0,0,0,,1,1,1.0,1.0,0,0,,1,0,1,0,0,0,0,2,2,8.2,1.0,0.0,0.0,10.5,0.0,5.2,0.0,0.0,0.0,0.0,4.1,0.0,0.0,0.0,0.15,-1.0,-0.8,-1.7,0.0,0.5,0.0
184,Robert Horry,2005,PF,SAS,63,1182,112,292,0.384,53,144,0.368,59,148,0.399,0.474,44,68,0.647,71,171,242,79,43,51,41,115,321,13.5,0.499,0.493,0.233,7.3,16.7,12.1,10.1,2.0,3.1,11.3,14.7,1.0,2.5,3.6,0.145,0.4,2.8,3.1,1.5,0.7682926829268293,0.0
185,Eddie House,2005,PG,PHO,81,1421,320,759,0.422,123,316,0.389,197,443,0.445,0.503,33,41,0.805,15,117,132,148,42,12,76,96,796,15.2,0.512,0.416,0.054,1.2,8.9,5.2,16.4,1.5,0.6,8.9,26.9,0.5,1.1,1.6,0.054,0.8,-0.9,-0.2,0.7,0.6585365853658537,0.0
186,Dwight Howard,2005,PF,ORL,82,3021,468,881,0.531,0,2,0.0,468,879,0.532,0.531,356,598,0.595,288,734,1022,125,65,115,217,277,1292,19.3,0.565,0.002,0.679,12.1,29.2,20.9,7.2,1.2,3.0,15.9,21.3,4.2,4.4,8.6,0.137,1.1,-0.1,1.0,2.3,0.4390243902439024,0.0
187,Josh Howard,2005,SF,DAL,59,1915,350,743,0.471,27,63,0.429,323,680,0.475,0.489,196,267,0.734,123,248,371,111,68,26,79,167,923,19.3,0.536,0.085,0.359,7.9,15.3,11.7,10.4,1.9,1.0,8.4,22.9,4.4,2.3,6.7,0.168,2.2,0.0,2.2,2.0,0.7317073170731707,0.0
188,Juwan Howard,2005,PF,HOU,80,2537,394,859,0.459,0,4,0.0,394,855,0.461,0.459,154,191,0.806,168,367,535,112,49,8,133,235,942,12.5,0.499,0.005,0.222,7.9,16.7,12.4,8.4,1.1,0.3,12.4,20.2,0.6,3.0,3.7,0.069,-2.0,-0.6,-2.6,-0.4,0.4146341463414634,0.0
189,Troy Hudson,2005,PG,MIN,36,800,127,333,0.381,40,101,0.396,87,232,0.375,0.441,48,52,0.923,8,36,44,106,12,4,40,55,342,12.2,0.48,0.303,0.156,1.2,5.3,3.3,23.3,0.8,0.4,10.1,23.5,0.3,0.4,0.7,0.042,-0.1,-2.0,-2.1,0.0,0.4024390243902439,0.0
190,Larry Hughes,2005,SG,CLE,36,1281,192,469,0.409,28,76,0.368,164,393,0.417,0.439,146,193,0.756,26,135,161,131,53,21,99,117,558,14.0,0.504,0.162,0.412,2.4,12.6,7.4,17.5,2.2,1.3,15.2,23.6,0.3,1.5,1.8,0.067,-1.4,0.1,-1.3,0.2,0.6097560975609756,0.0
191,Kris Humphries,2005,PF,UTA,62,619,77,203,0.379,0,5,0.0,77,198,0.389,0.379,34,65,0.523,56,101,157,30,23,16,31,82,188,10.3,0.406,0.025,0.32,10.9,20.0,15.4,8.6,2.0,2.2,11.8,19.7,-0.6,0.8,0.2,0.019,-4.0,-0.5,-4.5,-0.4,0.5,0.0
192,Lindsey Hunter,2005,PG,DET,30,353,37,100,0.37,11,43,0.256,26,57,0.456,0.425,2,4,0.5,10,30,40,62,19,1,20,44,87,10.5,0.427,0.43,0.04,3.3,10.2,6.7,27.1,3.0,0.2,16.4,16.4,0.0,0.5,0.5,0.066,-3.6,2.0,-1.6,0.0,0.7804878048780488,0.0
