,Rk,Player,Pos,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
327,256,Tyus Jones,PG,80,1940,311,710,0.438,121,326,0.371,190,384,0.495,0.523,80,100,0.8,28,172,200,417,83,6,74,32,823,16.0,0.546,0.459,0.141,1.5,9.4,5.5,28.8,2.0,0.3,8.9,17.7,3.4,2.3,5.7,0.141,1.2,0.3,1.6,1.7
340,265,Walker Kessler,C,74,1703,298,414,0.72,1,3,0.333,297,411,0.723,0.721,82,159,0.516,231,389,620,69,26,173,58,169,679,21.5,0.702,0.007,0.384,14.9,24.4,19.7,5.7,0.7,8.6,10.7,13.3,4.6,2.5,7.1,0.2,1.4,1.5,2.9,2.1
343,268,Corey Kispert,SF,74,2093,291,585,0.497,163,384,0.424,128,201,0.637,0.637,75,88,0.852,33,174,207,87,32,9,55,97,820,11.5,0.657,0.656,0.15,1.8,8.9,5.5,5.7,0.7,0.4,8.1,14.1,2.9,0.9,3.8,0.088,-0.1,-1.4,-1.5,0.2
350,273,John Konchar,SF,72,1494,138,320,0.431,60,177,0.339,78,143,0.545,0.525,28,36,0.778,64,246,310,100,77,25,37,112,364,10.8,0.542,0.553,0.113,4.5,17.4,11.0,8.2,2.4,1.5,9.9,10.4,1.0,2.5,3.5,0.111,-1.9,2.4,0.5,0.9
352,275,Luke Kornet,C,69,804,113,170,0.665,3,13,0.231,110,157,0.701,0.674,32,39,0.821,86,111,197,53,11,46,25,81,261,16.7,0.697,0.076,0.229,11.9,14.8,13.4,9.1,0.7,4.9,11.8,11.5,2.1,1.2,3.3,0.198,-0.4,1.3,1.0,0.6
354,277,Jonathan Kuminga,PF,67,1394,261,497,0.525,54,146,0.37,207,351,0.59,0.579,90,138,0.652,70,161,231,125,41,31,95,157,666,13.3,0.597,0.294,0.278,5.6,12.5,9.1,12.7,1.4,2.0,14.6,19.6,1.0,1.4,2.4,0.084,-1.7,-0.1,-1.7,0.1
357,280,Jock Landale,C,69,979,178,337,0.528,21,84,0.25,157,253,0.621,0.559,79,105,0.752,119,161,280,68,16,30,59,126,456,16.4,0.595,0.249,0.312,13.2,18.6,15.8,10.1,0.8,2.7,13.3,19.3,1.5,1.2,2.7,0.132,-0.7,-0.4,-1.1,0.2
360,283,Zach LaVine,SG,77,2768,673,1388,0.485,204,544,0.375,469,844,0.556,0.558,363,428,0.848,42,303,345,327,69,18,194,159,1913,19.0,0.607,0.392,0.308,1.7,12.2,7.1,18.7,1.2,0.6,11.0,28.3,4.2,2.9,7.1,0.123,2.7,-0.7,1.9,2.7
364,285,Damion Lee,SG,74,1506,200,452,0.442,110,247,0.445,90,205,0.439,0.564,94,104,0.904,39,186,225,99,30,7,78,118,604,10.7,0.607,0.546,0.23,2.8,14.0,8.3,8.9,1.0,0.4,13.5,16.3,1.1,1.4,2.6,0.081,-1.3,-0.4,-1.7,0.1
371,290,Caris LeVert,SG,74,2237,320,742,0.431,127,324,0.392,193,418,0.462,0.517,130,180,0.722,53,229,282,287,72,24,116,170,897,12.4,0.546,0.437,0.243,2.8,12.1,7.4,18.0,1.6,1.0,12.4,18.7,1.4,3.1,4.4,0.095,-1.0,0.8,-0.2,1.0
377,296,Kevon Looney,C,82,1958,242,384,0.63,0,1,0.0,242,383,0.632,0.63,94,155,0.606,274,486,760,207,52,50,45,225,578,17.8,0.639,0.003,0.404,15.7,26.8,21.4,13.8,1.3,2.2,9.1,10.6,5.9,2.8,8.7,0.212,0.9,1.3,2.1,2.0
378,297,Brook Lopez,C,78,2373,477,899,0.531,136,364,0.374,341,535,0.637,0.606,149,190,0.784,157,363,520,99,37,193,107,203,1239,18.4,0.63,0.405,0.211,7.2,15.3,11.4,6.1,0.7,6.7,9.8,19.3,4.1,3.9,8.0,0.161,0.8,1.3,2.1,2.5
384,301,Trey Lyles,PF,74,1247,187,408,0.458,87,240,0.363,100,168,0.595,0.565,101,124,0.815,68,232,300,66,27,31,64,97,562,14.2,0.607,0.588,0.304,6.3,21.1,13.7,7.0,1.0,2.2,12.2,18.1,1.4,1.2,2.6,0.098,0.0,-0.9,-1.0,0.3
389,304,Terance Mann,SG,81,1872,272,524,0.519,77,198,0.389,195,326,0.598,0.593,92,118,0.78,77,199,276,184,42,22,80,149,713,13.4,0.619,0.378,0.225,4.7,11.8,8.3,14.0,1.1,1.0,12.2,15.3,2.8,1.5,4.3,0.111,-0.3,0.1,-0.2,0.8
390,305,Tre Mann,PG,67,1183,197,501,0.393,81,257,0.315,116,244,0.475,0.474,42,55,0.764,27,128,155,120,40,11,62,99,517,10.0,0.492,0.513,0.11,2.4,11.8,7.0,14.0,1.6,0.9,10.6,20.7,-0.6,1.1,0.5,0.021,-3.0,-1.0,-3.9,-0.6
392,307,Lauri Markkanen,PF,66,2273,571,1145,0.499,200,511,0.391,371,634,0.585,0.586,349,399,0.875,130,440,570,123,42,38,127,137,1691,22.1,0.64,0.446,0.348,6.3,20.7,13.6,8.6,0.9,1.4,8.8,26.6,6.3,1.9,8.2,0.173,4.9,-1.0,3.8,3.3
393,308,Naji Marshall,SF,77,1792,247,571,0.433,66,218,0.303,181,353,0.513,0.49,138,175,0.789,48,231,279,189,54,14,97,113,698,11.4,0.539,0.382,0.306,3.0,14.6,8.8,14.4,1.5,0.7,13.0,17.8,0.5,2.0,2.5,0.068,-1.9,0.0,-1.9,0.1
394,309,Caleb Martin,SF,71,2077,254,548,0.464,84,236,0.356,170,312,0.545,0.54,91,113,0.805,88,256,344,117,71,31,78,145,683,11.4,0.571,0.431,0.206,4.8,15.0,9.7,8.2,1.7,1.5,11.5,14.4,1.2,2.5,3.7,0.086,-1.8,0.5,-1.2,0.4
396,311,KJ Martin,SF,82,2292,410,720,0.569,68,216,0.315,342,504,0.679,0.617,151,222,0.68,126,326,452,123,41,30,91,147,1039,15.4,0.635,0.3,0.308,6.0,15.8,10.8,8.1,0.9,1.3,10.0,16.4,4.2,0.7,4.9,0.103,0.6,-1.3,-0.7,0.7
401,314,Bennedict Mathurin,SG,78,2222,413,951,0.434,100,310,0.323,313,641,0.488,0.487,376,454,0.828,87,231,318,116,48,13,152,162,1302,13.1,0.566,0.326,0.477,4.4,11.5,7.9,7.6,1.0,0.5,11.7,24.6,1.0,0.8,1.8,0.038,-1.2,-2.5,-3.7,-1.0
407,320,CJ McCollum,PG,75,2649,587,1344,0.437,211,543,0.389,376,801,0.469,0.515,183,238,0.769,55,273,328,429,70,38,183,153,1568,15.6,0.541,0.404,0.177,2.4,11.7,7.0,25.1,1.3,1.4,11.2,26.4,1.5,2.8,4.3,0.078,1.5,-0.7,0.8,1.9
408,321,T.J. McConnell,PG,75,1526,283,521,0.543,26,59,0.441,257,462,0.556,0.568,58,68,0.853,45,189,234,397,81,10,143,105,650,16.8,0.59,0.113,0.131,3.3,13.7,8.5,37.9,2.5,0.6,20.6,19.1,1.9,1.2,3.1,0.098,0.4,0.1,0.5,1.0
409,322,Jaden McDaniels,SF,79,2416,370,716,0.517,107,269,0.398,263,447,0.588,0.591,106,144,0.736,92,215,307,148,74,76,112,272,953,12.0,0.611,0.376,0.201,4.3,9.8,7.1,8.4,1.5,2.7,12.6,15.8,2.0,2.4,4.4,0.087,-1.7,0.5,-1.2,0.5
410,323,Jalen McDaniels,SF,80,1913,281,617,0.455,77,232,0.332,204,385,0.53,0.518,116,138,0.841,63,283,346,130,83,34,93,209,755,11.8,0.557,0.376,0.224,3.6,16.3,9.9,9.6,2.1,1.6,12.1,17.2,0.5,2.2,2.7,0.068,-2.7,0.6,-2.1,-0.1
418,329,De'Anthony Melton,SG,77,2150,277,651,0.425,157,403,0.39,120,248,0.484,0.546,69,87,0.793,69,243,312,197,126,41,102,191,780,12.7,0.566,0.619,0.134,3.9,13.1,8.6,12.9,2.9,1.8,12.9,16.4,1.1,3.1,4.2,0.095,-0.7,1.6,0.9,1.6
420,331,Chimezie Metu,PF,66,689,129,219,0.589,9,38,0.237,120,181,0.663,0.61,54,73,0.74,47,151,198,40,22,21,32,81,321,17.3,0.639,0.174,0.333,7.8,24.9,16.4,8.1,1.5,2.7,11.3,17.6,1.2,0.8,2.1,0.143,-0.3,0.2,-0.1,0.3
423,334,Shake Milton,SG,76,1567,241,503,0.479,56,148,0.378,185,355,0.521,0.535,99,116,0.853,39,152,191,240,25,13,94,123,637,12.7,0.575,0.294,0.231,3.0,11.3,7.2,22.3,0.8,0.8,14.5,18.5,1.6,1.2,2.9,0.087,-1.0,-0.9,-2.0,0.0
426,337,Davion Mitchell,PG,80,1447,181,399,0.454,63,197,0.32,118,202,0.584,0.533,25,31,0.806,16,89,105,185,44,15,62,112,450,9.4,0.545,0.494,0.078,1.3,7.0,4.1,16.5,1.5,0.9,13.1,14.1,0.7,0.8,1.5,0.05,-2.4,-0.4,-2.8,-0.3
427,338,Donovan Mitchell,SG,68,2432,679,1402,0.484,245,635,0.386,434,767,0.566,0.572,319,368,0.867,63,226,289,301,99,27,180,168,1922,22.9,0.614,0.453,0.262,3.1,10.9,7.0,21.4,2.0,1.0,10.3,32.1,5.4,3.5,8.9,0.176,5.6,0.6,6.3,5.0
428,339,Evan Mobley,PF,79,2715,525,947,0.554,22,102,0.216,503,845,0.595,0.566,205,304,0.674,187,524,711,224,60,119,146,218,1277,17.9,0.591,0.108,0.321,8.1,22.7,15.4,12.4,1.1,4.0,11.9,20.2,3.7,4.8,8.5,0.151,0.0,1.6,1.7,2.5
431,342,Malik Monk,SG,77,1719,357,796,0.448,143,398,0.359,214,398,0.538,0.538,184,207,0.889,32,171,203,298,49,20,146,125,1041,16.6,0.587,0.5,0.26,2.1,11.3,6.7,25.0,1.4,1.0,14.1,25.8,2.1,1.2,3.2,0.091,1.6,-1.4,0.3,1.0
436,347,Marcus Morris,PF,65,1825,274,643,0.426,112,308,0.364,162,335,0.484,0.513,68,87,0.782,29,229,258,114,42,21,56,136,728,10.5,0.534,0.479,0.135,1.8,13.9,7.9,8.9,1.1,1.0,7.6,17.6,0.4,1.6,2.0,0.053,-1.8,-0.2,-1.9,0.0
441,350,Trey Murphy III,SF,79,2448,387,800,0.484,202,497,0.406,185,303,0.611,0.61,172,190,0.905,59,222,281,112,89,43,61,155,1148,15.2,0.65,0.621,0.238,2.7,10.3,6.5,6.4,1.8,1.7,6.5,16.6,4.8,2.8,7.6,0.15,1.4,0.4,1.8,2.3
442,351,Dejounte Murray,SG,74,2693,612,1319,0.464,133,387,0.344,479,932,0.514,0.514,158,190,0.832,53,336,389,448,112,19,160,106,1515,17.0,0.54,0.293,0.144,2.1,13.8,7.9,24.0,2.0,0.6,10.2,24.4,2.4,2.3,4.7,0.084,1.1,0.0,1.0,2.1
443,352,Jamal Murray,PG,65,2133,473,1041,0.454,172,432,0.398,301,609,0.494,0.537,180,216,0.833,48,209,257,400,66,16,145,103,1298,18.0,0.571,0.415,0.207,2.7,11.0,6.9,27.5,1.5,0.7,11.3,26.1,3.3,1.9,5.1,0.116,2.6,-1.3,1.3,1.8
444,353,Keegan Murray,SF,80,2382,354,782,0.453,206,501,0.411,148,281,0.527,0.584,62,81,0.765,89,282,371,98,61,42,60,162,976,12.3,0.597,0.641,0.104,4.3,13.4,8.9,5.5,1.2,1.5,6.8,15.8,2.6,1.7,4.3,0.087,0.4,-1.0,-0.6,0.8
451,356,Larry Nance Jr.,C,65,1381,186,305,0.61,14,42,0.333,172,263,0.654,0.633,55,79,0.696,106,248,354,119,56,37,42,133,441,16.0,0.649,0.138,0.259,8.7,20.3,14.5,11.7,2.0,2.6,11.0,11.9,2.8,2.1,4.9,0.171,0.0,2.0,2.0,1.4
452,357,Andrew Nembhard,SG,75,2073,284,644,0.441,92,263,0.35,192,381,0.504,0.512,49,62,0.79,35,164,199,341,70,13,126,179,709,10.0,0.528,0.408,0.096,1.9,8.8,5.3,22.4,1.6,0.5,15.8,16.1,0.4,0.8,1.2,0.029,-2.4,-0.8,-3.2,-0.6
453,358,Aaron Nesmith,SF,73,1816,252,590,0.427,115,314,0.366,137,276,0.496,0.525,119,142,0.838,62,215,277,98,55,34,75,235,738,10.5,0.566,0.532,0.241,3.8,13.1,8.5,7.4,1.4,1.6,10.3,16.8,0.9,1.1,2.0,0.052,-2.3,-0.7,-3.0,-0.4
455,360,Georges Niang,PF,78,1512,222,502,0.442,154,384,0.401,68,118,0.576,0.596,39,45,0.867,19,166,185,77,30,14,54,145,637,10.9,0.61,0.765,0.09,1.5,12.8,7.2,7.3,1.0,0.9,9.4,17.0,1.1,1.4,2.5,0.078,-0.4,-1.0,-1.4,0.2
461,364,Jaylen Nowell,SG,65,1252,280,625,0.448,67,232,0.289,213,393,0.542,0.502,77,99,0.778,36,134,170,132,42,5,65,101,704,13.7,0.527,0.371,0.158,3.3,11.7,7.6,15.9,1.6,0.3,8.9,25.0,0.0,1.2,1.2,0.046,-1.5,-1.0,-2.5,-0.2
463,366,Kendrick Nunn,SG,70,964,191,450,0.424,79,223,0.354,112,227,0.493,0.512,35,41,0.854,15,94,109,90,28,7,66,66,496,11.1,0.53,0.496,0.091,1.8,10.3,6.2,13.8,1.4,0.6,12.4,23.7,-0.6,0.8,0.2,0.008,-2.0,-1.5,-3.5,-0.4
470,369,Royce O'Neale,SF,76,2409,229,593,0.386,163,419,0.389,66,174,0.379,0.524,50,69,0.725,55,329,384,283,65,49,114,239,671,9.2,0.538,0.707,0.116,2.6,15.0,9.0,15.3,1.3,1.7,15.5,13.6,0.4,2.5,2.9,0.057,-1.7,0.6,-1.1,0.5
472,371,Josh Okogie,SG,72,1350,162,414,0.391,66,197,0.335,96,217,0.442,0.471,139,192,0.724,109,142,251,105,56,34,63,114,529,13.3,0.531,0.476,0.464,8.8,11.9,10.3,10.3,2.0,2.3,11.2,17.7,1.1,1.7,2.8,0.101,-0.8,0.5,-0.2,0.6
473,372,Onyeka Okongwu,C,80,1849,317,497,0.638,4,13,0.308,313,484,0.647,0.642,153,196,0.781,217,359,576,81,56,107,81,251,791,19.4,0.678,0.026,0.394,12.7,21.5,17.0,5.8,1.4,4.9,12.2,15.1,4.7,2.4,7.1,0.185,0.0,0.8,0.8,1.3
474,373,Isaac Okoro,SF,76,1652,175,354,0.494,62,171,0.363,113,183,0.617,0.582,78,103,0.757,52,135,187,87,56,30,42,158,490,10.7,0.614,0.483,0.291,3.7,9.6,6.7,7.0,1.7,1.7,9.5,11.9,1.9,2.3,4.2,0.122,-1.9,1.6,-0.3,0.7
477,376,Kelly Olynyk,C,68,1942,278,557,0.499,93,236,0.394,185,321,0.576,0.583,198,232,0.853,82,338,420,252,60,37,168,232,847,14.4,0.643,0.424,0.417,4.6,18.6,11.7,17.6,1.5,1.6,20.3,17.8,2.4,1.9,4.3,0.106,-0.4,0.9,0.4,1.2
481,378,Cedi Osman,SF,77,1548,239,530,0.451,116,312,0.372,123,218,0.564,0.56,75,108,0.694,25,151,176,115,35,11,52,122,669,12.0,0.579,0.589,0.204,1.9,11.5,6.7,10.6,1.1,0.7,8.3,18.2,1.4,1.9,3.3,0.103,-0.8,0.2,-0.7,0.5
490,385,Mason Plumlee,C,79,2054,329,484,0.68,0,0,,329,484,0.68,0.68,199,313,0.636,229,471,700,245,46,47,117,217,857,19.6,0.689,0.0,0.647,11.8,25.1,18.4,17.3,1.1,2.0,15.8,15.2,5.5,2.4,7.9,0.185,1.2,1.0,2.2,2.2
493,386,Jakob Poeltl,C,72,1906,389,618,0.629,0,1,0.0,389,617,0.63,0.629,119,201,0.592,236,417,653,197,66,86,125,195,897,21.0,0.635,0.002,0.325,13.0,25.5,19.0,15.2,1.7,4.0,15.0,18.2,3.7,2.2,6.0,0.15,1.1,0.8,1.9,1.9
497,388,Jordan Poole,PG,82,2458,550,1278,0.43,214,637,0.336,336,641,0.524,0.514,361,415,0.87,32,193,225,369,63,21,252,214,1675,14.6,0.573,0.498,0.325,1.5,8.5,5.0,22.5,1.2,0.8,14.7,29.2,1.4,1.9,3.2,0.063,-0.1,-1.8,-1.9,0.1
501,392,Bobby Portis,PF,70,1818,398,803,0.496,95,257,0.37,303,546,0.555,0.555,96,125,0.768,154,518,672,105,29,16,81,115,987,17.8,0.575,0.32,0.156,9.2,28.6,19.3,8.7,0.8,0.7,8.6,21.7,2.5,2.8,5.3,0.139,1.2,-0.6,0.7,1.2
502,393,Kristaps Porziņģis,C,65,2120,507,1018,0.498,137,356,0.385,370,662,0.559,0.565,354,416,0.851,114,432,546,174,58,100,137,196,1505,23.1,0.627,0.35,0.409,6.2,21.8,14.3,12.9,1.3,4.0,10.2,27.4,5.0,2.7,7.7,0.174,3.8,0.5,4.3,3.4
504,395,Dwight Powell,C,76,1458,197,269,0.732,0,5,0.0,197,264,0.746,0.732,112,168,0.667,149,165,314,69,48,26,65,209,506,15.5,0.738,0.019,0.625,11.8,13.3,12.5,6.9,1.6,1.6,15.9,12.6,3.8,1.3,5.1,0.168,-1.2,0.0,-1.2,0.3
512,403,Immanuel Quickley,SG,81,2344,419,936,0.448,168,454,0.37,251,482,0.521,0.537,203,248,0.819,58,279,337,279,80,14,100,166,1209,16.3,0.578,0.485,0.265,2.7,13.1,7.9,17.4,1.7,0.6,8.7,20.9,4.4,2.3,6.7,0.137,1.3,0.4,1.7,2.1
514,405,Julius Randle,PF,77,2737,658,1432,0.459,218,636,0.343,440,796,0.553,0.536,402,531,0.757,141,626,767,316,49,21,216,233,1936,20.3,0.581,0.444,0.371,5.6,25.2,15.4,18.5,0.9,0.7,11.5,29.5,5.0,3.1,8.1,0.142,3.9,-0.2,3.7,3.9
522,409,Paul Reed,C,69,755,124,209,0.593,1,6,0.167,123,203,0.606,0.596,38,51,0.745,112,150,262,27,46,51,45,123,287,19.2,0.62,0.029,0.244,17.8,23.1,20.5,5.3,3.0,6.3,16.3,16.4,1.2,1.6,2.8,0.18,-1.6,1.5,-0.1,0.4
523,410,Naz Reid,C,68,1251,310,577,0.537,75,217,0.346,235,360,0.653,0.602,86,127,0.677,73,260,333,77,42,53,92,176,781,18.5,0.617,0.376,0.22,6.6,22.8,14.9,9.6,1.6,3.7,12.7,24.8,1.1,1.9,3.0,0.114,0.3,0.8,1.0,1.0
525,412,Nick Richards,C,65,1217,197,313,0.629,1,1,1.0,196,312,0.628,0.631,137,183,0.749,147,269,416,38,11,71,59,154,532,18.3,0.676,0.003,0.585,12.6,24.0,18.2,4.5,0.4,5.1,13.0,15.6,2.7,1.5,4.2,0.165,-1.0,-0.2,-1.3,0.2
526,413,Josh Richardson,SG,65,1530,239,554,0.431,107,293,0.365,132,261,0.506,0.528,69,81,0.852,41,134,175,174,69,20,86,117,654,12.3,0.555,0.529,0.146,2.9,9.9,6.3,15.8,2.2,1.2,12.7,18.4,0.6,1.1,1.8,0.055,-1.0,-0.1,-1.2,0.3
535,420,David Roddy,PF,70,1258,180,420,0.429,65,212,0.307,115,208,0.553,0.506,41,65,0.631,50,143,193,59,29,19,57,107,466,8.8,0.519,0.505,0.155,4.2,12.0,8.1,6.1,1.1,1.4,11.3,16.7,-0.3,1.4,1.1,0.043,-3.2,-0.7,-3.9,-0.6
543,426,D'Angelo Russell,PG,71,2304,445,948,0.469,194,490,0.396,251,458,0.548,0.572,179,216,0.829,35,180,215,437,70,29,186,140,1263,16.3,0.605,0.517,0.228,1.7,8.5,5.2,27.4,1.4,1.1,15.1,22.7,3.1,1.9,5.1,0.106,2.1,-0.7,1.5,2.0
549,428,Domantas Sabonis,C,79,2736,577,938,0.615,31,83,0.373,546,855,0.639,0.632,325,438,0.742,251,722,973,573,65,39,230,279,1510,23.5,0.668,0.088,0.467,10.6,30.0,20.3,30.4,1.1,1.2,16.9,21.3,9.6,3.0,12.6,0.221,4.1,1.8,5.8,5.4
557,434,Dennis Schröder,PG,66,1986,270,650,0.415,74,225,0.329,196,425,0.461,0.472,216,252,0.857,21,144,165,298,50,10,112,145,830,11.5,0.545,0.346,0.388,1.2,7.5,4.4,20.1,1.2,0.4,12.8,18.6,1.3,1.5,2.8,0.068,-2.4,-0.5,-2.9,-0.4
560,437,Alperen Sengun,C,75,2171,442,799,0.553,19,57,0.333,423,742,0.57,0.565,206,288,0.715,242,436,678,291,70,70,193,258,1109,19.7,0.599,0.071,0.36,12.1,22.3,17.1,21.0,1.6,3.2,17.3,21.4,3.4,1.8,5.2,0.115,1.1,0.4,1.4,1.9
564,441,Shaedon Sharpe,SG,80,1779,306,648,0.472,102,283,0.36,204,365,0.559,0.551,75,105,0.714,63,173,236,94,38,24,83,136,789,11.5,0.568,0.437,0.162,4.0,11.3,7.6,7.9,1.0,1.2,10.7,19.0,0.6,0.6,1.2,0.032,-1.3,-2.0,-3.3,-0.6
565,442,Pascal Siakam,PF,71,2652,630,1313,0.48,93,287,0.324,537,1026,0.523,0.515,367,474,0.774,131,425,556,415,65,36,169,228,1720,20.3,0.565,0.219,0.361,5.2,19.6,11.9,24.9,1.2,1.3,10.0,27.2,5.2,2.6,7.8,0.141,3.3,-0.1,3.1,3.4
578,453,Jabari Smith Jr.,PF,79,2451,364,892,0.408,120,391,0.307,244,501,0.487,0.475,162,206,0.786,122,447,569,101,43,74,104,227,1010,11.2,0.514,0.438,0.231,5.4,20.3,12.7,5.9,0.9,3.0,9.6,18.4,0.5,1.4,1.9,0.037,-2.3,-1.3,-3.7,-1.1
579,454,Jalen Smith,C,68,1279,242,508,0.476,54,191,0.283,188,317,0.593,0.53,104,137,0.759,129,265,394,66,21,60,72,153,642,15.9,0.565,0.376,0.27,11.2,22.9,17.1,7.6,0.8,4.0,11.2,21.0,1.1,1.1,2.3,0.085,-0.9,-1.1,-2.1,0.0
585,460,Max Strus,SF,80,2272,324,790,0.41,197,563,0.35,127,227,0.559,0.535,78,89,0.876,49,209,258,171,42,12,70,166,923,10.8,0.557,0.713,0.113,2.4,11.2,6.7,11.2,0.9,0.5,7.8,17.6,1.5,1.9,3.4,0.071,-0.8,-0.9,-1.7,0.2
590,465,Jayson Tatum,SF,74,2732,727,1559,0.466,240,686,0.35,487,873,0.558,0.543,531,622,0.854,78,571,649,342,78,51,213,160,2225,23.7,0.607,0.44,0.399,3.2,22.5,13.0,20.9,1.4,1.6,10.4,32.7,6.2,4.3,10.5,0.185,4.8,0.7,5.5,5.1
598,471,Klay Thompson,SF,69,2279,546,1252,0.436,301,731,0.412,245,521,0.47,0.556,116,132,0.879,39,247,286,163,49,29,123,130,1509,14.7,0.576,0.584,0.105,1.9,11.7,6.9,11.0,1.0,1.1,8.6,26.4,1.2,1.9,3.1,0.066,1.5,-1.7,-0.3,1.0
599,472,JT Thor,PF,69,969,95,238,0.399,39,123,0.317,56,115,0.487,0.481,33,47,0.702,36,116,152,36,22,23,44,66,262,7.0,0.506,0.517,0.197,3.9,13.0,8.4,4.9,1.1,2.1,14.5,13.1,-0.6,0.8,0.2,0.009,-4.3,-0.4,-4.7,-0.7
600,473,Matisse Thybulle,SF-SG,71,1200,110,253,0.435,54,148,0.365,56,105,0.533,0.542,19,28,0.679,40,100,140,53,83,32,24,113,293,10.5,0.552,0.585,0.111,3.9,9.7,6.8,5.9,3.4,2.4,8.3,10.6,0.6,1.5,2.1,0.086,-2.7,2.2,-0.5,0.4
605,476,Obi Toppin,PF,67,1050,187,419,0.446,85,247,0.344,102,172,0.593,0.548,38,47,0.809,29,158,187,66,23,12,38,68,497,13.6,0.565,0.589,0.112,3.0,16.6,9.8,9.2,1.1,1.1,8.0,19.5,1.1,1.0,2.1,0.095,0.3,-0.8,-0.5,0.4
610,479,Gary Trent Jr.,SG,66,2118,405,935,0.433,166,450,0.369,239,485,0.493,0.522,172,205,0.839,30,143,173,106,104,14,55,102,1148,15.0,0.56,0.481,0.219,1.5,8.2,4.6,7.4,2.4,0.6,5.1,21.7,2.5,2.0,4.5,0.102,0.2,0.0,0.2,1.2
611,480,P.J. Tucker,PF,75,1920,96,225,0.427,55,140,0.393,41,85,0.482,0.549,19,23,0.826,95,200,295,60,39,15,44,180,266,5.7,0.566,0.622,0.102,5.9,12.1,9.1,3.9,1.0,0.7,15.8,6.5,0.9,1.7,2.5,0.064,-3.2,0.2,-3.0,-0.5
614,483,Jonas Valančiūnas,C,79,1968,446,816,0.547,38,109,0.349,408,707,0.577,0.57,185,224,0.826,225,579,804,140,20,52,159,245,1115,19.3,0.61,0.134,0.275,13.0,33.3,23.1,11.1,0.5,2.5,14.8,23.4,2.8,3.0,5.8,0.142,0.0,-0.4,-0.4,0.8
615,484,Jarred Vanderbilt,PF,78,1879,247,451,0.548,29,90,0.322,218,361,0.604,0.58,96,139,0.691,170,412,582,184,83,21,97,190,619,15.1,0.604,0.2,0.308,10.0,23.2,16.7,13.1,2.1,0.9,15.9,13.6,2.7,2.5,5.2,0.132,-0.6,1.6,1.1,1.5
618,485,Fred VanVleet,PG,69,2535,437,1112,0.393,207,606,0.342,230,506,0.455,0.486,254,283,0.898,30,250,280,495,123,38,140,193,1335,17.0,0.54,0.545,0.254,1.2,12.0,6.3,28.1,2.4,1.5,10.2,23.2,3.7,2.8,6.5,0.123,2.0,0.5,2.5,2.9
620,487,Gabe Vincent,PG,68,1759,228,567,0.402,117,350,0.334,111,217,0.512,0.505,68,78,0.872,27,118,145,167,62,5,92,154,641,9.0,0.533,0.617,0.138,1.7,8.1,4.8,13.9,1.8,0.3,13.3,17.5,-0.3,1.7,1.4,0.038,-3.1,-0.3,-3.4,-0.6
622,489,Nikola Vučević,C,82,2746,597,1148,0.52,121,347,0.349,476,801,0.594,0.573,132,158,0.835,159,744,903,265,60,57,139,179,1447,19.1,0.594,0.302,0.138,6.7,30.2,18.6,14.6,1.1,2.0,10.2,21.9,3.9,4.4,8.3,0.145,1.9,0.7,2.7,3.2
624,491,Franz Wagner,SF,80,2609,542,1118,0.485,130,360,0.361,412,758,0.544,0.543,271,322,0.842,70,259,329,283,77,17,167,183,1485,15.9,0.589,0.322,0.288,3.0,11.2,7.1,17.2,1.4,0.6,11.7,23.5,3.1,2.3,5.4,0.099,0.4,-0.5,-0.1,1.3
635,500,P.J. Washington,PF,73,2380,434,978,0.444,149,428,0.348,285,550,0.518,0.52,127,174,0.73,73,285,358,175,66,79,110,193,1144,12.9,0.542,0.438,0.178,3.2,13.0,8.0,11.0,1.3,2.9,9.4,20.6,0.4,2.2,2.6,0.052,-1.0,-0.3,-1.3,0.4
642,507,Russell Westbrook,PG,73,2126,432,991,0.436,89,286,0.311,343,705,0.487,0.481,206,314,0.656,89,334,423,551,76,33,255,162,1159,16.1,0.513,0.289,0.317,4.7,16.5,10.8,38.6,1.7,1.3,18.4,27.7,-0.6,2.6,1.9,0.044,0.3,-0.1,0.2,1.2
645,508,Coby White,SG,74,1730,263,594,0.443,128,344,0.372,135,250,0.54,0.551,61,70,0.871,16,196,212,204,54,6,74,122,715,12.5,0.572,0.579,0.118,1.1,12.6,6.9,16.3,1.5,0.3,10.6,17.9,1.2,1.9,3.1,0.087,-1.0,0.2,-0.8,0.5
646,509,Derrick White,SG,82,2319,350,758,0.462,149,391,0.381,201,367,0.548,0.56,168,192,0.875,52,241,293,321,54,76,95,177,1017,15.4,0.604,0.516,0.253,2.5,11.2,6.9,19.4,1.1,2.8,10.1,17.7,4.4,3.1,7.4,0.154,1.1,1.3,2.4,2.6
649,512,Aaron Wiggins,SG,70,1297,186,363,0.512,48,122,0.393,138,241,0.573,0.579,59,71,0.831,68,142,210,80,39,15,55,110,479,12.2,0.607,0.336,0.196,5.5,12.0,8.7,8.3,1.4,1.1,12.2,14.5,1.4,1.2,2.6,0.097,-1.5,-0.5,-2.1,0.0
