Rk,Player,Pos,Tm,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
424,Eric Williams,SF,BOS,68,1378,165,386,0.427,25,72,0.347,140,314,0.446,0.46,134,169,0.793,55,101,156,93,44,16,66,165,489,11.8,0.531,0.187,0.438,4.3,8.8,6.5,10.3,1.6,0.9,12.5,16.6,1.8,0.7,2.5,0.088,-1.0,-0.7,-1.7,0.1
425,Jason Williams,PG,SAC,81,2760,363,973,0.373,145,505,0.287,218,468,0.466,0.448,128,170,0.753,22,208,230,589,117,8,296,140,999,11.6,0.477,0.519,0.175,0.8,7.9,4.3,30.7,2.0,0.2,22.0,20.3,-1.1,2.6,1.5,0.026,-0.8,-1.1,-1.9,0.1
426,Jerome Williams,PF,DET,82,2102,257,456,0.564,0,3,0.0,257,453,0.567,0.564,175,284,0.616,277,512,789,68,95,21,105,196,689,17.9,0.593,0.007,0.623,15.3,28.2,21.7,5.0,2.3,0.7,15.3,14.3,4.6,3.0,7.6,0.174,1.7,-0.5,1.2,1.7
427,Lorenzo Williams,PF,WAS,8,76,7,9,0.778,0,0,,7,9,0.778,0.778,0,0,,12,13,25,1,3,6,3,13,14,16.1,0.778,0.0,0.0,18.0,19.9,18.9,2.0,2.0,5.7,25.0,7.0,0.2,0.1,0.3,0.165,0.1,1.5,1.6,0.1
428,Monty Williams,SF,ORL,75,1501,263,538,0.489,2,5,0.4,261,533,0.49,0.491,123,166,0.741,96,154,250,106,46,17,109,187,651,13.8,0.533,0.009,0.309,7.0,11.2,9.1,11.3,1.5,0.8,15.1,20.2,1.5,1.6,3.1,0.099,-1.1,0.0,-1.1,0.3
429,Scott Williams,C,MIL,68,1488,213,426,0.5,0,0,,213,426,0.5,0.5,94,129,0.729,177,271,448,28,40,66,65,230,520,15.6,0.539,0.0,0.303,14.0,21.2,17.6,2.9,1.4,3.3,11.9,16.4,2.5,1.4,3.9,0.124,-0.9,-1.1,-2.0,0.0
430,Shammond Williams,PG,SEA,43,517,84,225,0.373,24,81,0.296,60,144,0.417,0.427,33,51,0.647,12,40,52,78,18,0,40,39,225,12.2,0.455,0.36,0.227,2.5,8.6,5.5,24.2,1.8,0.0,13.9,24.5,-0.1,0.3,0.2,0.02,-0.9,-1.9,-2.8,-0.1
431,Walt Williams,SF,HOU,76,1859,312,681,0.458,102,261,0.391,210,420,0.5,0.533,101,123,0.821,69,237,306,157,49,44,113,190,827,15.6,0.562,0.383,0.181,4.3,14.0,9.2,14.3,1.3,1.5,13.3,20.0,3.0,1.4,4.4,0.114,1.4,-0.1,1.3,1.5
432,Corliss Williamson,SF,SAC,76,1707,311,622,0.5,0,0,,311,622,0.5,0.5,163,212,0.769,122,168,290,82,38,19,110,192,785,14.0,0.549,0.0,0.341,7.4,10.3,8.9,7.4,1.1,0.7,13.3,20.2,2.2,1.4,3.6,0.102,-1.2,-0.9,-2.1,0.0
433,Kevin Willis,PF,TOR,79,1679,236,569,0.415,1,3,0.333,235,566,0.415,0.416,131,164,0.799,201,281,482,49,36,48,98,256,604,12.3,0.471,0.005,0.288,13.0,19.4,16.1,4.8,1.1,2.0,13.3,19.5,0.7,1.6,2.3,0.066,-3.5,-2.1,-5.6,-1.5
434,Dedric Willoughby,PG,CHI,25,508,61,179,0.341,29,98,0.296,32,81,0.395,0.422,39,51,0.765,11,40,51,66,23,2,37,32,190,12.2,0.472,0.547,0.285,2.5,9.4,5.9,24.6,2.4,0.3,15.5,21.5,0.0,0.4,0.4,0.04,-0.6,-0.4,-1.0,0.1
435,David Wingate,SG,NYK,7,32,1,9,0.111,0,0,,1,9,0.111,0.111,0,0,,1,1,2,3,1,2,2,7,2,-5.0,0.111,0.0,0.0,3.8,3.6,3.7,13.4,1.7,4.8,18.2,16.3,-0.2,0.0,-0.1,-0.209,-12.3,0.7,-11.6,-0.1
436,Haywoode Workman,PG,TOT,36,350,31,90,0.344,14,43,0.326,17,47,0.362,0.422,10,15,0.667,1,25,26,61,20,0,18,37,86,10.2,0.445,0.478,0.167,0.3,8.3,4.3,25.0,3.0,0.0,15.7,14.5,0.1,0.2,0.3,0.044,-2.4,-0.1,-2.5,-0.1
436,Haywoode Workman,PG,MIL,23,248,23,62,0.371,11,29,0.379,12,33,0.364,0.46,9,13,0.692,1,16,17,44,11,0,14,23,66,10.9,0.487,0.468,0.21,0.5,7.5,4.0,25.1,2.3,0.0,17.1,14.7,0.2,0.1,0.3,0.053,-1.1,-1.3,-2.4,0.0
436,Haywoode Workman,PG,TOR,13,102,8,28,0.286,3,14,0.214,5,14,0.357,0.339,1,2,0.5,0,9,9,17,9,0,4,14,20,8.5,0.346,0.5,0.071,0.0,10.2,4.9,24.7,4.6,0.0,12.2,14.3,-0.1,0.1,0.0,0.023,-5.6,2.6,-2.9,0.0
437,Metta World Peace,SF,CHI,72,2238,309,759,0.407,60,191,0.314,249,568,0.438,0.447,188,279,0.674,62,246,308,202,119,39,166,159,866,13.4,0.491,0.252,0.368,3.2,13.1,8.1,17.7,2.9,1.3,15.8,21.4,-0.3,2.6,2.3,0.05,-1.1,0.9,-0.2,1.0
438,Lorenzen Wright,C,ATL,75,1205,180,361,0.499,1,3,0.333,179,358,0.5,0.5,87,135,0.644,117,188,305,21,29,40,66,203,448,13.9,0.533,0.008,0.374,10.6,17.1,13.9,2.9,1.3,2.2,13.6,17.9,1.3,0.9,2.2,0.088,-2.5,-0.9,-3.5,-0.4
439,Tim Young,C,GSW,25,137,13,39,0.333,0,0,,13,39,0.333,0.333,28,36,0.778,13,22,35,5,2,1,9,18,54,11.7,0.492,0.0,0.923,9.4,18.0,13.4,5.5,0.7,0.5,14.1,19.6,0.1,0.0,0.2,0.058,-2.6,-2.3,-4.9,-0.1
