,Rk,Player,Pos,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
474,391,Wally Szczerbiak,SF,72,2729,493,1012,0.487,102,255,0.4,391,757,0.517,0.538,278,310,0.897,77,236,313,213,40,19,136,150,1366,17.7,0.595,0.252,0.306,3.5,10.2,6.9,14.1,0.8,0.5,10.6,22.1,6.3,1.7,8.0,0.141,2.8,-1.2,1.6,2.5
479,394,Maurice Taylor,PF,67,1210,182,389,0.468,0,1,0.0,182,388,0.469,0.468,58,83,0.699,65,164,229,53,21,14,103,177,422,8.5,0.496,0.003,0.213,6.5,16.7,11.5,7.9,0.9,0.9,19.5,19.8,-1.0,0.4,-0.5,-0.021,-4.1,-1.5,-5.7,-1.1
480,395,Sebastian Telfair,PG,68,1641,228,578,0.394,57,162,0.352,171,416,0.411,0.444,130,175,0.743,19,101,120,247,66,6,115,167,643,13.0,0.491,0.28,0.303,1.4,7.5,4.4,26.5,2.2,0.3,14.9,22.2,0.4,0.2,0.6,0.017,-1.2,-1.6,-2.8,-0.3
481,396,Jason Terry,PG,80,2798,516,1099,0.47,171,416,0.411,345,683,0.505,0.547,168,210,0.8,31,127,158,306,100,27,135,196,1371,18.4,0.575,0.379,0.191,1.4,5.4,3.4,19.6,2.0,0.7,10.2,22.2,7.4,2.3,9.6,0.165,3.6,-0.2,3.3,3.7
483,398,Etan Thomas,C,71,1121,131,246,0.533,0,0,,131,246,0.533,0.533,75,125,0.6,99,180,279,14,20,68,51,148,337,13.6,0.56,0.0,0.508,10.0,19.3,14.5,2.0,0.9,4.7,14.5,14.0,1.2,1.3,2.5,0.107,-1.8,0.0,-1.7,0.1
491,401,Kenny Thomas,PF,82,2293,305,604,0.505,0,1,0.0,305,603,0.506,0.505,138,204,0.676,199,419,618,168,72,39,135,196,748,15.0,0.539,0.002,0.338,10.3,21.2,15.8,12.0,1.6,1.2,16.3,16.6,2.2,3.3,5.5,0.115,-0.7,0.6,0.0,1.1
503,409,Hedo Türkoğlu,SF,78,2615,398,877,0.454,114,283,0.403,284,594,0.478,0.519,255,296,0.861,70,263,333,216,70,21,130,234,1165,16.7,0.578,0.323,0.338,3.4,12.1,7.9,14.3,1.5,0.6,11.4,20.6,5.8,1.9,7.6,0.14,2.1,-0.2,2.0,2.5
506,412,Nick Van Exel,PG,65,986,136,343,0.397,55,154,0.357,81,189,0.429,0.477,28,41,0.683,6,85,91,123,16,3,57,60,355,11.0,0.492,0.449,0.12,0.7,9.9,5.5,20.2,0.9,0.2,13.6,20.2,0.1,1.3,1.4,0.07,-0.9,-0.2,-1.1,0.2
509,415,Jacque Vaughn,SG,80,1234,107,245,0.437,1,6,0.167,106,239,0.444,0.439,59,81,0.728,16,75,91,123,42,1,52,140,274,7.5,0.488,0.024,0.331,1.5,7.2,4.3,16.2,1.8,0.1,15.6,12.7,0.0,1.5,1.5,0.06,-5.3,1.1,-4.1,-0.7
510,416,Charlie Villanueva,PF,81,2361,435,940,0.463,70,214,0.327,365,726,0.503,0.5,113,160,0.706,181,340,521,88,60,63,99,247,1053,16.4,0.521,0.228,0.17,9.0,18.4,13.5,6.5,1.3,2.1,8.9,21.7,2.9,1.0,3.9,0.079,0.7,-1.6,-0.9,0.6
513,419,Sasha Vujačić,PG,82,1449,108,312,0.346,59,172,0.343,49,140,0.35,0.441,46,52,0.885,33,126,159,139,48,3,50,150,321,8.4,0.479,0.551,0.167,2.7,10.2,6.5,14.1,1.7,0.2,13.0,12.1,0.8,1.2,2.0,0.066,-2.6,0.4,-2.2,-0.1
514,420,Dwyane Wade*,SG,75,2892,699,1413,0.495,13,76,0.171,686,1337,0.513,0.499,629,803,0.783,107,323,430,503,146,58,268,217,2040,27.6,0.577,0.054,0.568,4.5,12.6,8.7,33.0,2.6,1.5,13.2,32.5,10.2,4.2,14.4,0.239,5.9,1.8,7.7,7.1
516,422,Antoine Walker,PF,82,2199,391,898,0.435,137,383,0.358,254,515,0.493,0.512,81,129,0.628,103,318,421,166,47,30,150,187,1000,14.4,0.524,0.427,0.144,5.8,16.3,11.3,12.8,1.1,1.0,13.6,23.2,1.1,2.5,3.6,0.08,1.1,-0.7,0.4,1.3
518,424,Ben Wallace*,C,82,2890,237,465,0.51,0,4,0.0,237,461,0.514,0.51,123,296,0.416,301,622,923,158,146,181,88,164,597,17.5,0.501,0.009,0.637,12.2,25.9,19.0,8.2,2.8,4.6,12.9,11.2,3.3,6.9,10.1,0.168,0.4,3.1,3.5,4.0
520,426,Rasheed Wallace,PF,80,2780,459,1067,0.43,155,434,0.357,304,633,0.48,0.503,136,183,0.743,90,457,547,182,82,130,85,232,1209,17.6,0.527,0.407,0.172,3.8,19.8,11.7,11.2,1.6,3.4,6.9,21.1,4.0,4.9,8.9,0.154,1.8,1.9,3.7,4.0
522,428,Luke Walton,SF,69,1333,135,328,0.412,18,55,0.327,117,273,0.429,0.439,57,76,0.75,88,159,247,156,41,15,78,119,345,11.6,0.477,0.168,0.232,7.8,14.0,10.9,17.9,1.6,0.9,17.7,15.0,0.6,1.3,2.0,0.071,-1.1,0.0,-1.1,0.3
523,429,Hakim Warrick,PF,68,724,101,228,0.443,0,0,,101,228,0.443,0.443,76,115,0.661,43,101,144,30,14,21,56,113,278,11.0,0.499,0.0,0.504,7.3,16.8,12.1,7.5,1.1,2.3,16.7,22.5,-0.3,1.1,0.8,0.053,-4.9,-0.1,-5.0,-0.5
524,430,Earl Watson,PG,70,1578,219,509,0.43,110,272,0.404,109,237,0.46,0.538,75,111,0.676,24,134,158,289,68,10,136,159,623,14.6,0.558,0.534,0.218,1.8,10.1,5.9,29.0,2.2,0.5,19.6,19.7,1.7,1.0,2.7,0.081,0.9,-0.7,0.2,0.9
527,431,Chris Webber*,PF,75,2893,617,1422,0.434,21,77,0.273,596,1345,0.443,0.441,263,348,0.756,184,557,741,256,103,62,182,219,1518,18.4,0.482,0.054,0.245,7.4,22.6,15.0,16.4,1.8,1.6,10.4,27.7,1.1,3.3,4.4,0.074,0.6,-0.7,-0.1,1.3
531,435,David Wesley,SG,71,2372,226,561,0.403,99,271,0.365,127,290,0.438,0.491,151,187,0.807,24,154,178,204,59,6,120,212,702,9.6,0.546,0.483,0.333,1.2,7.5,4.4,14.6,1.4,0.2,15.7,15.3,1.4,2.2,3.6,0.072,-2.2,0.2,-2.0,0.0
532,436,David West,PF,74,2526,530,1036,0.512,3,11,0.273,527,1025,0.514,0.513,199,236,0.843,168,380,548,92,61,64,105,214,1262,19.7,0.554,0.011,0.228,7.7,18.4,12.9,7.2,1.3,2.1,8.4,23.0,4.8,2.6,7.4,0.141,1.8,-0.3,1.4,2.2
533,437,Delonte West,PG,71,2418,333,684,0.487,84,218,0.385,249,466,0.534,0.548,86,101,0.851,57,232,289,329,84,46,133,197,836,15.1,0.574,0.319,0.148,2.9,11.4,7.3,22.5,1.8,1.5,15.4,16.4,3.6,2.1,5.7,0.114,1.2,0.7,1.9,2.4
535,439,Chris Wilcox,C-PF,77,1529,257,450,0.571,0,2,0.0,257,448,0.574,0.571,112,153,0.732,118,292,410,52,33,34,72,183,626,17.3,0.605,0.004,0.34,9.3,22.5,15.9,5.7,1.1,1.7,12.2,17.5,3.2,1.2,4.4,0.138,0.4,-0.5,-0.1,0.7
538,440,Damien Wilkins,SF,82,1525,193,435,0.444,14,56,0.25,179,379,0.472,0.46,136,162,0.84,79,113,192,107,72,12,85,144,536,13.1,0.529,0.129,0.372,6.2,9.1,7.6,10.8,2.5,0.6,14.4,17.4,1.7,0.1,1.7,0.054,-0.8,-0.9,-1.6,0.1
546,444,Deron Williams,PG,80,2307,339,805,0.421,91,219,0.416,248,586,0.423,0.478,95,135,0.704,35,159,194,359,60,17,145,233,864,12.4,0.5,0.272,0.168,1.8,8.4,5.1,28.6,1.4,0.6,14.4,20.3,1.5,1.3,2.8,0.059,-0.5,-1.2,-1.7,0.2
550,448,Marvin Williams,PF,79,1952,235,531,0.443,13,53,0.245,222,478,0.464,0.455,189,253,0.747,122,261,383,63,48,24,83,227,672,12.2,0.523,0.1,0.476,7.3,16.5,11.8,5.2,1.3,0.9,11.4,16.9,2.1,0.7,2.8,0.069,-1.8,-1.7,-3.5,-0.7
561,457,Lorenzen Wright,C,78,1689,194,406,0.478,0,2,0.0,194,404,0.48,0.478,66,117,0.564,142,253,395,48,52,46,67,201,454,12.2,0.496,0.005,0.288,10.3,18.0,14.2,4.9,1.7,2.2,12.8,15.1,0.8,3.0,3.7,0.106,-2.7,0.7,-2.1,0.0
