,Rk,Player,Pos,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
199,176,Andrew Goudelock,SG,40,419,68,174,0.391,28,75,0.373,40,99,0.404,0.471,11,12,0.917,5,26,31,20,4,0,21,32,175,8.4,0.488,0.431,0.069,1.4,6.6,4.1,8.0,0.5,0.0,10.5,21.9,0.0,0.1,0.1,0.011,-2.6,-2.4,-5.0,-0.3
208,185,Jordan Hamilton,SF,26,258,48,111,0.432,17,47,0.362,31,64,0.484,0.509,2,5,0.4,11,51,62,20,4,3,16,15,115,13.9,0.508,0.423,0.045,5.1,22.4,14.0,12.6,0.8,0.9,12.4,22.3,0.1,0.2,0.3,0.055,1.3,-1.1,0.1,0.1
213,190,Justin Harper,PF,14,84,9,31,0.29,2,13,0.154,7,18,0.389,0.323,0,1,0.0,3,9,12,2,2,3,6,5,20,1.7,0.318,0.419,0.032,4.1,12.5,8.2,3.9,1.3,2.8,16.0,20.9,-0.3,0.1,-0.3,-0.145,-7.7,-2.3,-9.9,-0.2
214,191,Josh Harrellson,PF,37,540,63,149,0.423,20,59,0.339,43,90,0.478,0.49,16,26,0.615,47,97,144,11,23,20,20,48,162,13.7,0.505,0.396,0.174,10.0,21.0,15.4,3.3,2.2,3.0,11.1,15.0,0.4,1.0,1.4,0.127,-0.5,0.6,0.1,0.3
219,196,Tobias Harris,SF,42,479,79,169,0.467,6,23,0.261,73,146,0.5,0.485,44,54,0.815,30,71,101,22,13,7,31,45,208,14.2,0.54,0.136,0.32,6.7,16.8,11.6,7.4,1.4,1.1,13.9,20.6,0.4,0.4,0.9,0.087,-1.0,-0.9,-1.9,0.0
247,216,Tyler Honeycutt,SF,15,88,8,24,0.333,1,3,0.333,7,21,0.333,0.354,3,5,0.6,3,11,14,7,4,3,2,3,20,10.4,0.382,0.125,0.208,3.6,14.4,8.7,11.5,2.3,2.5,7.1,13.9,0.0,0.1,0.0,0.013,-2.0,-0.2,-2.2,0.0
261,228,Kyrie Irving,PG,51,1558,350,747,0.469,73,183,0.399,277,564,0.491,0.517,171,196,0.872,44,147,191,275,54,20,160,110,944,21.4,0.566,0.245,0.262,3.1,11.2,7.0,36.5,1.8,1.0,16.1,28.7,3.4,0.6,4.1,0.125,4.6,-0.5,4.1,2.4
264,231,Reggie Jackson,PG,45,501,51,159,0.321,13,62,0.21,38,97,0.392,0.362,25,29,0.862,14,39,53,71,25,1,36,31,140,9.2,0.408,0.39,0.182,3.4,8.3,6.0,21.2,2.6,0.1,17.3,18.7,-0.4,0.5,0.1,0.011,-3.3,-0.3,-3.6,-0.2
277,240,Charles Jenkins,PG,51,893,130,291,0.447,3,20,0.15,127,271,0.469,0.452,34,39,0.872,8,60,68,170,33,6,60,85,297,12.4,0.482,0.069,0.134,1.0,7.6,4.3,29.9,1.9,0.5,16.3,19.0,0.4,0.1,0.5,0.028,-2.7,-1.5,-4.2,-0.5
290,249,JaJuan Johnson,PF,36,298,54,121,0.446,0,0,,54,121,0.446,0.446,6,9,0.667,20,38,58,6,5,14,14,25,114,11.4,0.456,0.0,0.074,8.3,14.4,11.5,3.6,0.9,3.6,10.1,22.4,-0.3,0.5,0.2,0.032,-3.3,-0.6,-3.9,-0.1
303,260,Cory Joseph,PG,29,266,22,70,0.314,3,15,0.2,19,55,0.345,0.336,11,17,0.647,5,20,25,34,7,3,12,16,58,6.9,0.374,0.214,0.243,2.2,8.5,5.4,17.4,1.4,0.8,13.4,15.4,-0.2,0.2,0.0,0.001,-4.4,-0.6,-5.0,-0.2
309,266,Brandon Knight,PG,66,2129,319,769,0.415,105,276,0.38,214,493,0.434,0.483,104,137,0.759,33,178,211,251,49,10,171,154,847,11.7,0.511,0.359,0.178,1.8,10.3,5.9,20.8,1.2,0.4,17.1,21.7,0.3,1.0,1.3,0.029,-0.9,-1.7,-2.6,-0.3
316,273,Malcolm Lee,SG,19,243,23,59,0.39,2,10,0.2,21,49,0.429,0.407,14,17,0.824,9,17,26,31,8,4,17,22,62,9.3,0.466,0.169,0.288,4.1,7.8,5.9,19.8,1.7,1.2,20.4,15.3,0.0,0.1,0.1,0.024,-3.5,-0.3,-3.8,-0.1
317,274,Kawhi Leonard,SF,64,1534,199,404,0.493,41,109,0.376,158,295,0.536,0.543,68,88,0.773,104,223,327,70,85,24,44,88,507,16.6,0.573,0.27,0.218,7.9,16.4,12.2,6.6,2.9,1.1,9.0,14.5,3.1,2.4,5.5,0.171,1.6,1.8,3.4,2.1
318,275,Travis Leslie,SG,10,45,5,14,0.357,0,0,,5,14,0.357,0.357,4,9,0.444,6,3,9,5,2,2,2,4,14,14.6,0.39,0.0,0.643,15.7,8.0,11.9,17.0,2.4,3.7,10.0,20.5,0.0,0.0,0.1,0.06,0.0,-0.3,-0.3,0.0
319,276,Jon Leuer,PF,46,555,97,191,0.508,3,9,0.333,94,182,0.516,0.516,21,28,0.75,45,75,120,25,14,17,18,67,218,15.3,0.536,0.047,0.147,8.7,15.3,11.9,7.3,1.3,2.3,8.1,17.6,0.9,0.5,1.4,0.122,-0.3,0.0,-0.3,0.2
321,278,DeAndre Liggins,SF,17,115,12,25,0.48,0,4,0.0,12,21,0.571,0.48,9,19,0.474,6,9,15,5,6,0,10,6,33,8.9,0.495,0.16,0.76,5.9,9.2,7.5,7.1,2.8,0.0,23.1,17.7,-0.1,0.1,0.0,0.0,-4.2,-0.3,-4.5,-0.1
329,286,Shelvin Mack,PG,64,779,88,220,0.4,12,42,0.286,76,178,0.427,0.427,42,59,0.712,12,80,92,131,28,2,48,50,230,11.9,0.468,0.191,0.268,1.7,11.7,6.7,26.0,1.9,0.2,16.3,16.9,0.2,0.5,0.7,0.042,-2.0,-0.7,-2.6,-0.1
330,287,Vernon Macklin,C,23,135,19,35,0.543,0,0,,19,35,0.543,0.543,8,14,0.571,14,20,34,5,4,4,3,9,46,18.2,0.559,0.0,0.4,12.0,18.3,15.0,6.4,1.6,2.3,6.8,15.1,0.3,0.1,0.5,0.161,1.3,-0.1,1.2,0.1
361,316,E'Twaun Moore,PG,38,331,43,113,0.381,17,45,0.378,26,68,0.382,0.456,7,7,1.0,4,29,33,34,11,3,21,33,110,8.8,0.474,0.398,0.062,1.5,9.9,5.9,17.0,1.8,0.7,15.3,19.9,-0.3,0.5,0.2,0.031,-3.3,0.9,-2.4,0.0
363,318,Darius Morris,PG,19,169,18,42,0.429,4,9,0.444,14,33,0.424,0.476,6,9,0.667,2,14,16,21,2,0,19,16,46,5.2,0.5,0.214,0.214,1.4,8.8,5.3,19.1,0.6,0.0,29.2,17.6,-0.2,0.1,-0.2,-0.045,-5.8,-2.0,-7.8,-0.2
364,319,Marcus Morris,PF,17,126,16,54,0.296,2,17,0.118,14,37,0.378,0.315,6,8,0.75,5,11,16,3,2,2,4,12,40,3.8,0.348,0.315,0.148,4.6,10.2,7.4,3.7,0.8,1.2,6.5,22.2,-0.3,0.1,-0.2,-0.083,-6.6,-2.7,-9.3,-0.2
365,320,Markieff Morris,PF,63,1227,174,436,0.399,43,124,0.347,131,312,0.42,0.448,76,106,0.717,69,210,279,65,41,42,70,179,467,12.1,0.484,0.284,0.243,6.4,19.1,12.8,8.2,1.7,2.5,12.7,20.4,0.1,1.4,1.5,0.059,-2.6,0.5,-2.1,0.0
391,346,Chandler Parsons,SF,63,1804,248,549,0.452,60,178,0.337,188,371,0.507,0.506,43,78,0.551,90,210,300,134,73,29,81,142,599,13.3,0.513,0.324,0.142,5.7,13.6,9.6,11.7,2.1,1.2,12.2,16.7,1.6,1.8,3.4,0.09,0.1,0.7,0.8,1.3
427,382,Josh Selby,PG,28,237,25,72,0.347,2,15,0.133,23,57,0.404,0.361,11,14,0.786,2,13,15,30,7,0,29,17,63,3.3,0.403,0.208,0.194,1.0,6.5,3.7,19.3,1.6,0.0,27.1,20.5,-0.7,0.2,-0.5,-0.105,-6.8,-2.0,-8.8,-0.4
432,385,Iman Shumpert,PG,59,1705,214,534,0.401,48,157,0.306,166,377,0.44,0.446,87,109,0.798,42,144,186,164,101,8,111,173,563,10.8,0.484,0.294,0.204,2.8,9.9,6.3,15.6,3.1,0.4,16.0,18.2,-0.1,2.5,2.4,0.068,-3.0,1.6,-1.4,0.2
435,388,Chris Singleton,SF,66,1431,116,312,0.372,44,127,0.346,72,185,0.389,0.442,30,44,0.682,43,190,233,49,70,30,38,176,306,8.3,0.462,0.407,0.141,3.4,15.1,9.2,5.0,2.5,1.6,10.3,11.5,0.1,1.5,1.5,0.052,-3.5,1.2,-2.2,-0.1
451,399,Nolan Smith,PG,44,541,67,180,0.372,13,45,0.289,54,135,0.4,0.408,20,28,0.714,17,39,56,62,18,3,42,55,167,7.8,0.434,0.25,0.156,3.6,8.6,6.0,18.2,1.8,0.4,17.9,19.8,-0.6,0.3,-0.3,-0.029,-4.2,-1.3,-5.5,-0.5
468,414,Isaiah Thomas,PG,65,1656,256,571,0.448,83,219,0.379,173,352,0.491,0.521,154,185,0.832,48,120,168,266,53,8,105,121,749,17.6,0.574,0.384,0.324,3.0,8.4,5.6,25.6,1.6,0.4,13.9,19.8,4.2,0.0,4.3,0.124,2.4,-1.6,0.8,1.2
473,419,Trey Thompkins,C,24,119,24,61,0.393,4,13,0.308,20,48,0.417,0.426,5,7,0.714,4,20,24,3,3,3,6,10,57,12.0,0.445,0.213,0.115,4.0,20.2,12.0,4.5,1.4,2.1,8.6,27.2,-0.1,0.1,0.0,0.004,-3.2,-2.5,-5.7,-0.1
475,421,Klay Thompson,SG,66,1608,318,718,0.443,111,268,0.414,207,450,0.46,0.52,79,91,0.868,24,137,161,133,49,20,103,155,826,14.9,0.545,0.373,0.127,1.7,9.6,5.7,14.2,1.6,1.0,12.0,24.7,1.4,0.3,1.7,0.05,0.3,-1.7,-1.4,0.2
477,423,Tristan Thompson,PF,60,1424,194,442,0.439,0,2,0.0,194,440,0.441,0.439,106,192,0.552,187,202,389,27,27,62,81,134,494,13.3,0.469,0.005,0.434,14.4,16.8,15.5,3.3,1.0,3.3,13.3,19.2,0.3,0.9,1.1,0.038,-2.4,-2.3,-4.7,-1.0
486,430,Jeremy Tyler,C,42,568,88,209,0.421,0,1,0.0,88,208,0.423,0.421,29,52,0.558,54,86,140,16,16,20,36,84,205,10.4,0.442,0.005,0.249,10.8,17.1,14.0,4.5,1.5,2.7,13.4,21.8,-0.5,0.4,-0.2,-0.014,-5.5,-2.3,-7.8,-0.8
497,437,Jan Veselý,PF,57,1078,117,218,0.537,0,1,0.0,117,217,0.539,0.537,33,62,0.532,101,148,249,47,39,32,60,156,267,11.5,0.544,0.005,0.284,10.5,15.6,13.0,6.7,1.9,2.3,19.7,12.7,0.7,1.0,1.7,0.076,-3.0,0.4,-2.6,-0.2
499,439,Nikola Vučević,C,51,812,131,291,0.45,3,8,0.375,128,283,0.452,0.455,18,34,0.529,88,158,246,31,20,34,33,111,283,14.3,0.462,0.027,0.117,12.0,21.7,16.8,6.2,1.3,3.1,9.7,19.6,0.2,1.6,1.8,0.109,-2.5,0.3,-2.2,0.0
503,443,Kemba Walker,PG,66,1792,281,767,0.366,69,226,0.305,212,541,0.392,0.411,168,213,0.789,30,204,234,289,60,20,119,79,799,14.9,0.464,0.295,0.278,1.9,13.5,7.5,30.2,1.8,0.8,12.1,25.2,-0.2,0.5,0.3,0.009,0.7,-1.4,-0.8,0.6
525,461,Derrick Williams,PF,66,1418,205,498,0.412,37,138,0.268,168,360,0.467,0.449,136,195,0.697,77,234,311,38,30,31,77,95,583,12.9,0.499,0.277,0.392,6.0,18.4,12.2,4.5,1.1,1.6,11.7,20.7,0.6,1.2,1.8,0.059,-1.4,-0.7,-2.1,0.0
527,463,Jordan Williams,C,43,635,77,152,0.507,0,0,,77,152,0.507,0.507,43,66,0.652,66,90,156,11,21,15,23,61,197,14.5,0.544,0.0,0.434,11.7,16.9,14.3,2.9,1.8,1.8,11.3,14.7,1.0,0.4,1.3,0.101,-0.9,-1.2,-2.1,0.0
