,Rk,Player,Pos,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
180,143,Ayo Dosunmu,SG,77,2110,278,535,0.52,70,186,0.376,208,349,0.596,0.585,53,78,0.679,27,187,214,256,60,29,108,182,679,11.2,0.596,0.348,0.146,1.4,9.9,5.7,16.5,1.4,1.2,15.9,14.1,1.7,1.3,3.0,0.069,-1.9,-0.1,-2.0,0.0
195,151,Chris Duarte,SG,55,1541,268,621,0.432,94,255,0.369,174,366,0.475,0.507,90,112,0.804,41,185,226,114,56,10,90,95,720,12.3,0.537,0.411,0.18,2.9,13.6,8.2,10.9,1.8,0.6,11.8,21.1,0.2,0.7,0.9,0.029,-1.2,-1.1,-2.3,-0.1
202,158,Kessler Edwards,SF,48,987,110,267,0.412,48,136,0.353,62,131,0.473,0.502,16,19,0.842,44,128,172,31,29,24,42,85,284,8.3,0.516,0.509,0.071,5.0,13.8,9.5,4.1,1.4,2.2,13.2,13.8,-0.2,0.9,0.6,0.031,-3.1,-0.8,-3.8,-0.5
248,186,Usman Garuba,PF,24,240,19,44,0.432,5,20,0.25,14,24,0.583,0.489,5,7,0.714,21,62,83,17,10,11,6,28,48,12.9,0.51,0.455,0.159,9.6,28.7,19.1,9.6,2.0,4.1,11.3,9.4,0.2,0.3,0.5,0.105,-1.8,0.9,-0.9,0.1
249,187,Luka Garza,C,32,389,66,147,0.449,16,49,0.327,50,98,0.51,0.503,38,61,0.623,58,42,100,20,9,6,18,55,186,15.6,0.535,0.333,0.415,15.3,12.3,13.9,8.3,1.1,1.4,9.4,21.1,0.5,0.2,0.8,0.093,-0.5,-2.0,-2.5,-0.1
253,191,Josh Giddey,SF,54,1700,281,670,0.419,56,213,0.263,225,457,0.492,0.461,56,79,0.709,98,323,421,345,51,20,171,88,674,13.3,0.478,0.318,0.118,5.8,19.8,12.7,32.3,1.5,1.1,19.5,22.2,-1.3,1.7,0.4,0.01,-1.2,0.3,-0.9,0.5
267,205,Jalen Green,SG,67,2138,406,954,0.426,157,458,0.343,249,496,0.502,0.508,188,236,0.797,33,193,226,176,44,18,135,103,1157,12.5,0.547,0.48,0.247,1.7,10.0,5.8,13.1,1.0,0.8,11.3,23.7,0.5,0.2,0.7,0.015,-0.5,-2.4,-2.9,-0.5
273,211,Quentin Grimes,SG,46,786,95,235,0.404,72,189,0.381,23,46,0.5,0.557,13,19,0.684,24,70,94,44,31,11,28,72,275,10.7,0.565,0.804,0.081,3.2,9.8,6.4,8.5,2.0,1.4,10.3,15.1,0.6,0.9,1.4,0.087,-1.2,0.9,-0.3,0.3
349,261,Bones Hyland,SG,69,1310,230,571,0.403,131,358,0.366,99,213,0.465,0.518,107,125,0.856,14,174,188,191,41,20,86,153,698,14.4,0.558,0.627,0.219,1.2,14.4,8.0,21.2,1.5,1.4,12.1,23.8,1.1,1.3,2.4,0.088,0.3,-0.7,-0.4,0.5
359,269,Isaiah Jackson,C,36,541,116,206,0.563,5,16,0.313,111,190,0.584,0.575,60,88,0.682,60,89,149,10,25,52,40,92,297,20.5,0.607,0.078,0.427,12.2,18.7,15.4,2.9,2.3,8.4,14.0,22.5,0.7,0.7,1.4,0.126,-1.6,0.0,-1.6,0.0
379,282,David Johnson,SG,2,2,0,1,0.0,0,1,0.0,0,0,,0.0,0,0,,0,0,0,0,0,0,0,0,0,-20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.4,0.0,0.0,0.0,-0.495,-19.0,-8.7,-27.7,0.0
380,283,Jalen Johnson,PF,22,120,22,41,0.537,3,13,0.231,19,28,0.679,0.573,5,7,0.714,2,24,26,3,3,2,9,9,52,11.3,0.59,0.317,0.171,1.8,21.8,11.9,3.7,1.2,1.5,17.0,19.3,-0.1,0.1,0.0,0.013,-3.9,-1.1,-4.9,-0.1
384,287,Keon Johnson,SG,37,696,96,272,0.353,34,100,0.34,62,172,0.36,0.415,41,51,0.804,24,57,81,76,28,12,46,69,267,8.7,0.453,0.368,0.188,3.7,9.1,6.3,16.3,2.0,1.7,13.5,21.2,-0.8,0.4,-0.5,-0.031,-4.0,-2.0,-5.9,-0.7
385,287,Keon Johnson,SG,15,135,17,51,0.333,3,11,0.273,14,40,0.35,0.363,16,21,0.762,6,15,21,13,7,2,7,21,53,9.4,0.44,0.216,0.412,4.8,11.4,8.2,13.7,2.5,1.3,10.4,21.9,-0.1,0.2,0.1,0.018,-6.0,0.3,-5.7,-0.1
386,287,Keon Johnson,SG,22,562,79,221,0.357,31,89,0.348,48,132,0.364,0.428,25,30,0.833,18,42,60,63,21,10,39,48,214,8.5,0.457,0.403,0.136,3.4,8.5,5.9,17.0,1.8,1.8,14.3,21.1,-0.7,0.2,-0.5,-0.043,-3.5,-2.5,-6.0,-0.6
397,294,Herbert Jones,PF,78,2335,274,576,0.476,57,169,0.337,217,407,0.533,0.525,137,163,0.84,98,198,296,167,130,60,100,238,742,12.3,0.573,0.293,0.283,4.5,9.6,7.0,10.0,2.7,2.5,13.4,13.7,2.1,2.5,4.6,0.096,-2.0,1.5,-0.5,0.9
399,296,Kai Jones,C,21,63,9,14,0.643,1,2,0.5,8,12,0.667,0.679,3,8,0.375,3,8,11,4,1,2,6,8,22,9.2,0.628,0.143,0.571,5.0,13.7,9.2,8.6,0.8,3.0,25.5,15.9,0.0,0.0,0.0,0.009,-5.2,-1.4,-6.6,-0.1
407,302,Georgios Kalaitzakis,SF,13,213,31,67,0.463,10,26,0.385,21,41,0.512,0.537,14,30,0.467,6,15,21,12,11,2,20,19,86,8.6,0.536,0.388,0.448,3.0,7.3,5.1,8.8,2.5,0.9,20.0,20.2,-0.3,0.2,-0.1,-0.024,-5.1,-1.9,-7.0,-0.3
408,302,Georgios Kalaitzakis,SF,9,48,5,11,0.455,2,4,0.5,3,7,0.429,0.545,4,9,0.444,4,4,8,0,1,1,4,8,16,5.8,0.535,0.364,0.818,9.0,8.7,8.8,0.0,1.0,2.0,21.1,16.9,0.0,0.0,0.0,-0.01,-5.8,-2.1,-7.9,-0.1
409,302,Georgios Kalaitzakis,SF,4,166,26,56,0.464,8,22,0.364,18,34,0.529,0.536,10,21,0.476,2,11,13,12,10,1,16,11,70,9.4,0.536,0.393,0.375,1.2,6.9,4.0,11.4,2.9,0.6,19.7,21.1,-0.2,0.2,-0.1,-0.028,-4.9,-1.9,-6.8,-0.2
417,308,Corey Kispert,SF,77,1801,234,514,0.455,112,320,0.35,122,194,0.629,0.564,54,62,0.871,53,156,209,85,35,22,50,93,634,10.9,0.586,0.623,0.121,3.3,9.4,6.4,6.7,1.0,1.0,8.5,14.6,1.6,0.7,2.3,0.061,-0.8,-1.5,-2.3,-0.1
432,318,Jonathan Kuminga,SF,70,1185,236,460,0.513,50,149,0.336,186,311,0.598,0.567,130,190,0.684,54,180,234,64,31,22,74,146,652,15.2,0.6,0.324,0.413,5.1,16.1,10.8,8.4,1.3,1.8,12.0,22.7,1.3,1.8,3.0,0.123,-1.3,-0.2,-1.5,0.1
451,331,Scottie Lewis,SG,2,7,0,0,,0,0,,0,0,,,1,2,0.5,0,0,0,1,1,0,0,0,1,14.6,0.568,,,0.0,0.0,0.0,16.2,6.9,0.0,0.0,5.3,0.0,0.0,0.0,0.164,0.0,5.9,6.0,0.0
454,334,Isaiah Livers,SF,19,383,41,90,0.456,27,64,0.422,14,26,0.538,0.606,12,14,0.857,15,42,57,21,13,7,15,37,121,11.1,0.629,0.711,0.156,4.0,12.5,8.0,8.0,1.7,1.6,13.5,12.4,0.4,0.3,0.7,0.085,-1.3,-0.2,-1.5,0.0
469,345,Sandro Mamukelashvili,PF,41,407,57,115,0.496,22,52,0.423,35,63,0.556,0.591,18,22,0.818,35,47,82,22,9,9,15,28,154,14.7,0.618,0.452,0.191,9.3,12.0,10.7,7.4,1.1,2.1,10.7,14.6,0.8,0.3,1.1,0.135,0.6,-1.0,-0.3,0.2
471,347,Tre Mann,PG,60,1367,231,588,0.393,98,272,0.36,133,316,0.421,0.476,65,82,0.793,25,146,171,91,47,12,71,102,625,10.2,0.501,0.463,0.139,1.9,11.2,6.4,10.7,1.7,0.8,10.2,22.0,-1.0,1.0,0.1,0.002,-3.3,-1.1,-4.4,-0.8
486,360,Miles McBride,PG,40,372,32,108,0.296,17,68,0.25,15,40,0.375,0.375,8,12,0.667,4,38,42,41,14,1,5,45,89,6.1,0.393,0.63,0.111,1.1,11.2,6.1,15.9,1.9,0.3,4.2,13.9,-0.1,0.4,0.2,0.032,-5.5,1.0,-4.5,-0.2
514,382,Davion Mitchell,PG,75,2076,352,843,0.418,101,320,0.316,251,523,0.48,0.477,56,85,0.659,33,133,166,313,55,24,114,141,861,10.8,0.489,0.38,0.101,1.7,7.0,4.4,22.5,1.3,1.0,11.5,20.6,-0.5,0.6,0.1,0.003,-2.1,-1.7,-3.8,-0.9
516,384,Evan Mobley,PF,69,2331,422,830,0.508,23,92,0.25,399,738,0.541,0.522,167,252,0.663,143,427,570,174,56,115,133,147,1034,16.1,0.549,0.111,0.304,6.9,19.8,13.5,11.6,1.2,4.4,12.4,20.4,1.5,3.7,5.2,0.107,-0.9,1.5,0.6,1.5
523,387,Moses Moody,SG,52,607,80,183,0.437,40,110,0.364,40,73,0.548,0.546,28,36,0.778,17,63,80,23,7,10,13,43,228,10.5,0.573,0.601,0.197,3.2,11.0,7.2,5.3,0.6,1.6,6.1,15.2,0.6,0.7,1.3,0.101,-1.4,-1.1,-2.5,-0.1
539,399,Trey Murphy III,SF,62,864,109,277,0.394,71,186,0.382,38,91,0.418,0.522,45,51,0.882,47,100,147,38,23,7,16,60,334,12.5,0.558,0.671,0.184,5.9,13.1,9.4,6.2,1.3,0.8,5.1,15.7,1.3,0.6,1.9,0.104,0.2,-1.4,-1.2,0.2
610,460,Joshua Primo,SF,50,965,101,270,0.374,42,137,0.307,59,133,0.444,0.452,44,59,0.746,32,81,113,81,20,23,57,79,288,7.1,0.487,0.507,0.219,3.5,8.9,6.1,10.6,1.0,2.0,16.1,15.4,-0.6,0.6,0.0,0.001,-3.8,-1.1,-5.0,-0.7
614,464,Neemias Queta,C,15,120,17,38,0.447,0,0,,17,38,0.447,0.447,11,17,0.647,14,17,31,6,1,8,6,18,45,12.7,0.495,0.0,0.447,12.6,15.6,14.1,7.2,0.4,5.8,11.7,18.4,0.0,0.1,0.1,0.051,-4.1,-1.0,-5.1,-0.1
636,479,Jeremiah Robinson-Earl,C,49,1087,134,324,0.414,58,165,0.352,76,159,0.478,0.503,40,54,0.741,75,199,274,49,29,15,39,75,366,11.7,0.526,0.509,0.167,7.0,19.1,13.0,6.7,1.3,1.3,10.1,15.4,0.4,1.0,1.5,0.065,-1.9,-0.4,-2.2,-0.1
663,497,Alperen Sengun,C,72,1489,249,525,0.474,29,117,0.248,220,408,0.539,0.502,165,232,0.711,138,255,393,185,59,68,145,214,692,16.0,0.552,0.223,0.442,10.1,18.9,14.5,19.1,1.9,4.1,18.8,22.0,0.8,1.3,2.1,0.068,-1.6,0.6,-1.0,0.4
666,500,Day'Ron Sharpe,PF,32,391,86,149,0.577,2,7,0.286,84,142,0.592,0.584,24,41,0.585,81,79,160,17,10,15,30,60,198,20.7,0.593,0.047,0.275,23.2,21.4,22.3,6.7,1.2,3.4,15.2,21.7,0.8,0.5,1.2,0.152,-0.3,-2.5,-2.8,-0.1
674,506,Jericho Sims,PF,41,555,39,54,0.722,0,0,,39,54,0.722,0.722,12,29,0.414,61,108,169,21,11,22,20,66,90,11.6,0.674,0.0,0.537,11.6,21.3,16.4,5.3,1.0,3.9,23.1,6.9,0.7,0.8,1.5,0.128,-2.8,1.1,-1.7,0.0
693,515,Jaden Springer,SG,2,6,1,1,1.0,0,0,,1,1,1.0,1.0,0,0,,1,1,2,0,0,2,1,0,2,26.4,1.0,0.0,0.0,18.9,18.3,18.6,0.0,0.0,30.0,50.0,15.0,0.0,0.0,0.0,0.138,8.3,8.7,17.1,0.0
704,522,Jalen Suggs,PG,48,1307,198,548,0.361,42,196,0.214,156,352,0.443,0.4,126,163,0.773,26,145,171,209,59,19,143,142,564,8.6,0.455,0.358,0.297,2.1,11.7,6.9,24.9,2.2,1.3,18.7,25.3,-3.0,1.3,-1.6,-0.06,-5.3,-0.2,-5.6,-1.2
718,534,Cam Thomas,SG,67,1176,218,503,0.433,47,174,0.27,171,329,0.52,0.48,87,105,0.829,16,145,161,78,33,8,55,66,570,11.7,0.519,0.346,0.209,1.5,13.1,7.5,9.7,1.4,0.6,9.1,22.1,0.0,0.8,0.8,0.033,-2.0,-1.4,-3.4,-0.4
729,539,JT Thor,PF,33,262,24,55,0.436,7,27,0.259,17,28,0.607,0.5,12,20,0.6,11,32,43,19,8,11,10,26,67,9.7,0.525,0.491,0.364,4.4,13.1,8.7,9.2,1.5,4.0,13.6,12.0,0.1,0.2,0.3,0.058,-3.1,0.1,-3.0,-0.1
733,543,Isaiah Todd,PF,12,74,7,26,0.269,4,16,0.25,3,10,0.3,0.346,2,6,0.333,3,9,12,4,4,2,4,4,20,4.7,0.349,0.615,0.231,4.6,13.3,9.0,7.3,2.7,2.3,12.3,19.6,-0.2,0.1,-0.2,-0.104,-5.7,-1.2,-6.9,-0.1
753,559,Franz Wagner,SF,79,2429,456,975,0.468,96,271,0.354,360,704,0.511,0.517,189,219,0.863,84,272,356,231,68,34,119,164,1197,14.7,0.559,0.278,0.225,3.6,11.9,7.7,15.7,1.4,1.3,10.0,21.2,2.1,1.9,4.0,0.079,-0.4,-0.3,-0.7,0.8
780,580,Joe Wieskamp,SG,29,205,20,56,0.357,14,43,0.326,6,13,0.462,0.482,7,13,0.538,4,10,14,9,4,3,2,14,61,7.1,0.494,0.768,0.232,2.0,5.2,3.6,5.5,0.9,1.2,3.1,13.1,0.1,0.1,0.1,0.035,-2.9,-1.1,-3.9,-0.1
781,581,Aaron Wiggins,SG,50,1209,156,337,0.463,42,138,0.304,114,199,0.573,0.525,62,85,0.729,51,127,178,68,30,10,54,93,416,10.3,0.556,0.409,0.252,4.3,11.0,7.6,8.5,1.2,0.8,12.6,15.3,0.5,0.8,1.2,0.048,-3.4,-0.9,-4.3,-0.7
790,590,Ziaire Williams,SF,62,1346,191,424,0.45,76,242,0.314,115,182,0.632,0.54,43,55,0.782,26,103,129,65,35,12,41,113,501,9.7,0.559,0.571,0.13,2.0,8.2,5.0,6.3,1.2,0.8,8.4,14.9,1.1,1.1,2.2,0.08,-2.4,-0.6,-3.0,-0.3
